user_id,month,skill_id,level,source
u001,2,2.B.1.b,0.364416,derived_teaching_data
u001,2,2.B.1.c,0.335067,derived_teaching_data
u001,2,2.B.1.d,0.286744,derived_teaching_data
u001,2,2.B.1.e,0.366311,derived_teaching_data
u001,2,2.B.1.f,0.327355,derived_teaching_data
u001,2,2.B.2.i,0.505707,derived_teaching_data
u001,2,2.B.3.a,0.458278,derived_teaching_data
u001,2,2.B.3.b,0.311035,derived_teaching_data
u001,2,2.B.3.c,0.198526,derived_teaching_data
u001,2,2.B.3.d,0.212548,derived_teaching_data
u001,2,2.B.3.e,0.657018,derived_teaching_data
u001,2,2.B.3.g,0.326031,derived_teaching_data
u001,2,2.B.3.h,0.192742,derived_teaching_data
u001,2,2.B.3.j,0.203049,derived_teaching_data
u001,2,2.B.3.k,0.275722,derived_teaching_data
u001,2,2.B.3.l,0.198584,derived_teaching_data
u001,2,2.B.3.m,0.45346,derived_teaching_data
u001,2,2.B.4.e,0.433864,derived_teaching_data
u001,2,2.B.4.g,0.44034,derived_teaching_data
u001,2,2.B.4.h,0.431494,derived_teaching_data
u001,2,2.B.5.a,0.430057,derived_teaching_data
u001,2,2.B.5.b,0.247046,derived_teaching_data
u001,2,2.B.5.c,0.251067,derived_teaching_data
u001,2,2.B.5.d,0.350656,derived_teaching_data
u001,3,2.A.1.a,0.462279,derived_teaching_data
u001,3,2.A.1.b,0.547038,derived_teaching_data
u001,3,2.A.1.c,0.443515,derived_teaching_data
u001,3,2.A.1.d,0.487918,derived_teaching_data
u001,3,2.A.1.e,0.452464,derived_teaching_data
u001,3,2.A.1.f,0.359241,derived_teaching_data
u001,3,2.A.2.a,0.538541,derived_teaching_data
u001,3,2.A.2.b,0.450612,derived_teaching_data
u001,3,2.A.2.c,0.321987,derived_teaching_data
u001,3,2.A.2.d,0.443621,derived_teaching_data
u001,3,2.B.1.a,0.433989,derived_teaching_data
u001,3,2.B.1.b,0.393639,derived_teaching_data
u001,3,2.B.1.c,0.365185,derived_teaching_data
u001,3,2.B.1.d,0.290397,derived_teaching_data
u001,3,2.B.1.e,0.364116,derived_teaching_data
u001,3,2.B.1.f,0.32211,derived_teaching_data
u001,3,2.B.2.i,0.532332,derived_teaching_data
u001,3,2.B.3.a,0.484309,derived_teaching_data
u001,3,2.B.3.b,0.330349,derived_teaching_data
u001,3,2.B.3.c,0.1858,derived_teaching_data
u001,3,2.B.3.d,0.219486,derived_teaching_data
u001,3,2.B.3.e,0.700861,derived_teaching_data
u001,3,2.B.3.g,0.269921,derived_teaching_data
u001,3,2.B.3.h,0.209058,derived_teaching_data
u001,3,2.B.3.j,0.208494,derived_teaching_data
u001,3,2.B.3.k,0.3008,derived_teaching_data
u001,3,2.B.3.l,0.204625,derived_teaching_data
u001,3,2.B.3.m,0.490312,derived_teaching_data
u001,3,2.B.4.e,0.46005,derived_teaching_data
u001,3,2.B.4.g,0.463181,derived_teaching_data
u001,3,2.B.4.h,0.508775,derived_teaching_data
u001,3,2.B.5.a,0.448261,derived_teaching_data
u001,3,2.B.5.b,0.273228,derived_teaching_data
u001,3,2.B.5.c,0.255693,derived_teaching_data
u001,3,2.B.5.d,0.359576,derived_teaching_data
u001,4,2.A.1.a,0.476122,derived_teaching_data
u001,4,2.A.1.b,0.565643,derived_teaching_data
u001,4,2.A.1.c,0.486009,derived_teaching_data
u001,4,2.A.1.d,0.495334,derived_teaching_data
u001,4,2.A.1.e,0.480443,derived_teaching_data
u001,4,2.A.1.f,0.36148,derived_teaching_data
u001,4,2.A.2.a,0.541176,derived_teaching_data
u001,4,2.A.2.b,0.493821,derived_teaching_data
u001,4,2.A.2.c,0.327792,derived_teaching_data
u001,4,2.A.2.d,0.468334,derived_teaching_data
u001,4,2.B.1.a,0.478112,derived_teaching_data
u001,4,2.B.1.b,0.374926,derived_teaching_data
u001,4,2.B.1.c,0.35971,derived_teaching_data
u001,4,2.B.1.d,0.327827,derived_teaching_data
u001,4,2.B.1.e,0.350262,derived_teaching_data
u001,4,2.B.1.f,0.350674,derived_teaching_data
u001,4,2.B.2.i,0.559381,derived_teaching_data
u001,4,2.B.3.a,0.497883,derived_teaching_data
u001,4,2.B.3.b,0.345759,derived_teaching_data
u001,4,2.B.3.c,0.2039,derived_teaching_data
u001,4,2.B.3.d,0.221168,derived_teaching_data
u001,4,2.B.3.e,0.712875,derived_teaching_data
u001,4,2.B.3.g,0.326089,derived_teaching_data
u001,4,2.B.3.h,0.228024,derived_teaching_data
u001,4,2.B.3.j,0.220358,derived_teaching_data
u001,4,2.B.3.k,0.31845,derived_teaching_data
u001,4,2.B.3.l,0.222488,derived_teaching_data
u001,4,2.B.3.m,0.51756,derived_teaching_data
u001,4,2.B.4.e,0.481793,derived_teaching_data
u001,4,2.B.4.g,0.496502,derived_teaching_data
u001,4,2.B.4.h,0.494779,derived_teaching_data
u001,4,2.B.5.a,0.480039,derived_teaching_data
u001,4,2.B.5.b,0.285199,derived_teaching_data
u001,4,2.B.5.c,0.267121,derived_teaching_data
u001,4,2.B.5.d,0.35689,derived_teaching_data
u001,5,2.A.1.a,0.5478,derived_teaching_data
u001,5,2.A.1.b,0.602414,derived_teaching_data
u001,5,2.A.1.c,0.515742,derived_teaching_data
u001,5,2.A.1.d,0.48661,derived_teaching_data
u001,5,2.A.1.e,0.48447,derived_teaching_data
u001,5,2.A.1.f,0.372813,derived_teaching_data
u001,5,2.A.2.a,0.596995,derived_teaching_data
u001,5,2.A.2.b,0.490771,derived_teaching_data
u001,5,2.A.2.c,0.338431,derived_teaching_data
u001,5,2.A.2.d,0.506541,derived_teaching_data
u001,5,2.B.1.a,0.485393,derived_teaching_data
u001,5,2.B.1.b,0.399103,derived_teaching_data
u001,5,2.B.1.c,0.357807,derived_teaching_data
u001,5,2.B.1.d,0.316673,derived_teaching_data
u001,5,2.B.1.e,0.395814,derived_teaching_data
u001,5,2.B.1.f,0.360685,derived_teaching_data
u001,5,2.B.2.i,0.560759,derived_teaching_data
u001,5,2.B.3.a,0.531447,derived_teaching_data
u001,5,2.B.3.b,0.368255,derived_teaching_data
u001,5,2.B.3.c,0.222323,derived_teaching_data
u001,5,2.B.3.d,0.212326,derived_teaching_data
u001,5,2.B.3.e,0.752383,derived_teaching_data
u001,5,2.B.3.g,0.318755,derived_teaching_data
u001,5,2.B.3.h,0.234874,derived_teaching_data
u001,5,2.B.3.j,0.220157,derived_teaching_data
u001,5,2.B.3.k,0.28895,derived_teaching_data
u001,5,2.B.3.l,0.240911,derived_teaching_data
u001,5,2.B.3.m,0.533829,derived_teaching_data
u001,5,2.B.4.e,0.493959,derived_teaching_data
u001,5,2.B.4.g,0.506405,derived_teaching_data
u001,5,2.B.4.h,0.520082,derived_teaching_data
u001,5,2.B.5.a,0.486728,derived_teaching_data
u001,5,2.B.5.b,0.285551,derived_teaching_data
u001,5,2.B.5.c,0.268747,derived_teaching_data
u001,5,2.B.5.d,0.383757,derived_teaching_data
u002,0,2.A.1.a,0.478071,derived_teaching_data
u002,0,2.A.1.b,0.418333,derived_teaching_data
u002,0,2.A.1.c,0.381757,derived_teaching_data
u002,0,2.A.1.d,0.39075,derived_teaching_data
u002,0,2.A.1.e,0.322076,derived_teaching_data
u002,0,2.A.1.f,0.277383,derived_teaching_data
u002,0,2.A.2.a,0.468066,derived_teaching_data
u002,0,2.A.2.b,0.435689,derived_teaching_data
u002,0,2.A.2.c,0.355727,derived_teaching_data
u002,0,2.A.2.d,0.385986,derived_teaching_data
u002,0,2.B.1.a,0.336596,derived_teaching_data
u002,0,2.B.1.b,0.339671,derived_teaching_data
u002,0,2.B.1.c,0.353631,derived_teaching_data
u002,0,2.B.1.d,0.342757,derived_teaching_data
u002,0,2.B.1.e,0.339098,derived_teaching_data
u002,0,2.B.1.f,0.328864,derived_teaching_data
u002,0,2.B.2.i,0.452487,derived_teaching_data
u002,0,2.B.3.a,0.470729,derived_teaching_data
u002,0,2.B.3.b,0.283717,derived_teaching_data
u002,0,2.B.3.c,0.255769,derived_teaching_data
u002,0,2.B.3.d,0.192245,derived_teaching_data
u002,0,2.B.3.e,0.511852,derived_teaching_data
u002,0,2.B.3.g,0.24705,derived_teaching_data
u002,0,2.B.3.h,0.209505,derived_teaching_data
u002,0,2.B.3.j,0.172775,derived_teaching_data
u002,0,2.B.3.k,0.273736,derived_teaching_data
u002,0,2.B.3.l,0.181379,derived_teaching_data
u002,0,2.B.3.m,0.318694,derived_teaching_data
u002,0,2.B.4.e,0.398436,derived_teaching_data
u002,0,2.B.4.g,0.403333,derived_teaching_data
u002,0,2.B.4.h,0.387806,derived_teaching_data
u002,0,2.B.5.a,0.359433,derived_teaching_data
u002,0,2.B.5.b,0.2284,derived_teaching_data
u002,0,2.B.5.c,0.241111,derived_teaching_data
u002,0,2.B.5.d,0.290904,derived_teaching_data
u002,1,2.A.1.a,0.503875,derived_teaching_data
u002,1,2.A.1.b,0.44587,derived_teaching_data
u002,1,2.A.1.c,0.417541,derived_teaching_data
u002,1,2.A.1.d,0.411149,derived_teaching_data
u002,1,2.A.1.e,0.332522,derived_teaching_data
u002,1,2.A.1.f,0.27631,derived_teaching_data
u002,1,2.A.2.a,0.467007,derived_teaching_data
u002,1,2.A.2.b,0.436474,derived_teaching_data
u002,1,2.A.2.c,0.37412,derived_teaching_data
u002,1,2.A.2.d,0.402114,derived_teaching_data
u002,1,2.B.1.a,0.344667,derived_teaching_data
u002,1,2.B.1.b,0.397165,derived_teaching_data
u002,1,2.B.1.c,0.396119,derived_teaching_data
u002,1,2.B.1.d,0.323765,derived_teaching_data
u002,1,2.B.1.e,0.382474,derived_teaching_data
u002,1,2.B.1.f,0.36959,derived_teaching_data
u002,1,2.B.2.i,0.444303,derived_teaching_data
u002,1,2.B.3.a,0.506804,derived_teaching_data
u002,1,2.B.3.b,0.303486,derived_teaching_data
u002,1,2.B.3.c,0.289089,derived_teaching_data
u002,1,2.B.3.d,0.197393,derived_teaching_data
u002,1,2.B.3.e,0.549083,derived_teaching_data
u002,1,2.B.3.g,0.265759,derived_teaching_data
u002,1,2.B.3.h,0.229761,derived_teaching_data
u002,1,2.B.3.j,0.19596,derived_teaching_data
u002,1,2.B.3.k,0.299675,derived_teaching_data
u002,1,2.B.3.l,0.189404,derived_teaching_data
u002,1,2.B.3.m,0.321128,derived_teaching_data
u002,1,2.B.4.e,0.407727,derived_teaching_data
u002,1,2.B.4.g,0.395521,derived_teaching_data
u002,1,2.B.4.h,0.423295,derived_teaching_data
u002,1,2.B.5.a,0.367596,derived_teaching_data
u002,1,2.B.5.b,0.252516,derived_teaching_data
u002,1,2.B.5.c,0.252864,derived_teaching_data
u002,1,2.B.5.d,0.307673,derived_teaching_data
u002,2,2.A.1.a,0.511343,derived_teaching_data
u002,2,2.A.1.b,0.469609,derived_teaching_data
u002,2,2.A.1.c,0.443188,derived_teaching_data
u002,2,2.A.1.d,0.446249,derived_teaching_data
u002,2,2.A.1.e,0.357263,derived_teaching_data
u002,2,2.A.1.f,0.296277,derived_teaching_data
u002,2,2.A.2.a,0.522106,derived_teaching_data
u002,2,2.A.2.b,0.473861,derived_teaching_data
u002,2,2.A.2.c,0.403179,derived_teaching_data
u002,2,2.A.2.d,0.420106,derived_teaching_data
u002,2,2.B.1.a,0.36526,derived_teaching_data
u002,2,2.B.1.b,0.401234,derived_teaching_data
u002,2,2.B.1.c,0.401576,derived_teaching_data
u002,2,2.B.1.d,0.341822,derived_teaching_data
u002,2,2.B.1.e,0.399169,derived_teaching_data
u002,2,2.B.1.f,0.358093,derived_teaching_data
u002,2,2.B.2.i,0.483554,derived_teaching_data
u002,2,2.B.3.a,0.496554,derived_teaching_data
u002,2,2.B.3.b,0.302843,derived_teaching_data
u002,2,2.B.3.c,0.293686,derived_teaching_data
u002,2,2.B.3.d,0.200231,derived_teaching_data
u002,2,2.B.3.e,0.560315,derived_teaching_data
u002,2,2.B.3.g,0.291847,derived_teaching_data
u002,2,2.B.3.h,0.207288,derived_teaching_data
u002,2,2.B.3.j,0.212244,derived_teaching_data
u002,2,2.B.3.k,0.32877,derived_teaching_data
u002,2,2.B.3.l,0.182715,derived_teaching_data
u002,2,2.B.3.m,0.322026,derived_teaching_data
u002,2,2.B.4.e,0.469323,derived_teaching_data
u002,2,2.B.4.g,0.442281,derived_teaching_data
u002,2,2.B.4.h,0.417222,derived_teaching_data
u002,2,2.B.5.a,0.365265,derived_teaching_data
u002,2,2.B.5.b,0.244604,derived_teaching_data
u002,2,2.B.5.c,0.252805,derived_teaching_data
u002,2,2.B.5.d,0.311706,derived_teaching_data
u002,3,2.A.1.a,0.508182,derived_teaching_data
u002,3,2.A.1.b,0.486691,derived_teaching_data
u002,3,2.A.1.c,0.460071,derived_teaching_data
u002,3,2.A.1.d,0.470869,derived_teaching_data
u002,3,2.A.1.e,0.352703,derived_teaching_data
u002,3,2.A.1.f,0.289182,derived_teaching_data
u002,3,2.A.2.a,0.508607,derived_teaching_data
u002,3,2.A.2.b,0.507528,derived_teaching_data
u002,3,2.A.2.c,0.41983,derived_teaching_data
u002,3,2.A.2.d,0.447438,derived_teaching_data
u002,3,2.B.1.a,0.36229,derived_teaching_data
u002,3,2.B.1.b,0.423038,derived_teaching_data
u002,3,2.B.1.c,0.406744,derived_teaching_data
u002,3,2.B.1.d,0.362521,derived_teaching_data
u002,3,2.B.1.e,0.424053,derived_teaching_data
u002,3,2.B.1.f,0.390328,derived_teaching_data
u002,3,2.B.2.i,0.511565,derived_teaching_data
u002,3,2.B.3.a,0.543912,derived_teaching_data
u002,3,2.B.3.b,0.318856,derived_teaching_data
u002,3,2.B.3.c,0.307626,derived_teaching_data
u002,3,2.B.3.d,0.235357,derived_teaching_data
u002,3,2.B.3.e,0.587195,derived_teaching_data
u002,3,2.B.3.g,0.297644,derived_teaching_data
u002,3,2.B.3.h,0.24395,derived_teaching_data
u002,3,2.B.3.j,0.184521,derived_teaching_data
u002,3,2.B.3.k,0.31732,derived_teaching_data
u002,3,2.B.3.l,0.2193,derived_teaching_data
u002,3,2.B.3.m,0.368753,derived_teaching_data
u002,3,2.B.4.e,0.482194,derived_teaching_data
u002,3,2.B.4.g,0.468294,derived_teaching_data
u002,3,2.B.4.h,0.435179,derived_teaching_data
u002,3,2.B.5.a,0.397361,derived_teaching_data
u002,3,2.B.5.b,0.261948,derived_teaching_data
u002,3,2.B.5.c,0.264935,derived_teaching_data
u002,3,2.B.5.d,0.306395,derived_teaching_data
u002,4,2.A.1.a,0.567426,derived_teaching_data
u002,4,2.A.1.b,0.514228,derived_teaching_data
u002,4,2.A.1.c,0.489849,derived_teaching_data
u002,4,2.A.1.d,0.481249,derived_teaching_data
u002,4,2.A.1.e,0.387363,derived_teaching_data
u002,4,2.A.1.f,0.305229,derived_teaching_data
u002,4,2.A.2.a,0.552263,derived_teaching_data
u002,4,2.A.2.b,0.519184,derived_teaching_data
u002,4,2.A.2.c,0.457124,derived_teaching_data
u002,4,2.A.2.d,0.48389,derived_teaching_data
u002,4,2.B.1.a,0.340273,derived_teaching_data
u002,4,2.B.1.b,0.428879,derived_teaching_data
u002,4,2.B.1.c,0.451866,derived_teaching_data
u002,4,2.B.1.d,0.364854,derived_teaching_data
u002,4,2.B.1.e,0.451793,derived_teaching_data
u002,4,2.B.1.f,0.38057,derived_teaching_data
u002,4,2.B.2.i,0.529946,derived_teaching_data
u002,4,2.B.3.a,0.554011,derived_teaching_data
u002,4,2.B.3.b,0.352113,derived_teaching_data
u002,4,2.B.3.c,0.286396,derived_teaching_data
u002,4,2.B.3.d,0.244872,derived_teaching_data
u002,4,2.B.3.e,0.627571,derived_teaching_data
u002,4,2.B.3.g,0.304547,derived_teaching_data
u002,4,2.B.3.h,0.241025,derived_teaching_data
u002,4,2.B.3.j,0.209159,derived_teaching_data
u002,4,2.B.3.k,0.309481,derived_teaching_data
u002,4,2.B.3.l,0.212911,derived_teaching_data
u002,4,2.B.3.m,0.380155,derived_teaching_data
u002,4,2.B.4.e,0.49979,derived_teaching_data
u002,4,2.B.4.g,0.512562,derived_teaching_data
u002,4,2.B.4.h,0.463989,derived_teaching_data
u002,4,2.B.5.a,0.382729,derived_teaching_data
u002,4,2.B.5.b,0.265463,derived_teaching_data
u002,4,2.B.5.c,0.269525,derived_teaching_data
u002,4,2.B.5.d,0.306407,derived_teaching_data
u002,5,2.A.1.a,0.593558,derived_teaching_data
u002,5,2.A.1.b,0.528543,derived_teaching_data
u002,5,2.A.1.c,0.492464,derived_teaching_data
u002,5,2.A.1.d,0.510352,derived_teaching_data
u002,5,2.A.1.e,0.379488,derived_teaching_data
u002,5,2.A.1.f,0.313968,derived_teaching_data
u002,5,2.A.2.a,0.60379,derived_teaching_data
u002,5,2.A.2.b,0.545547,derived_teaching_data
u002,5,2.A.2.c,0.466669,derived_teaching_data
u002,5,2.A.2.d,0.489054,derived_teaching_data
u002,5,2.B.1.a,0.37065,derived_teaching_data
u002,5,2.B.1.b,0.473436,derived_teaching_data
u002,5,2.B.1.c,0.485747,derived_teaching_data
u002,5,2.B.1.d,0.377019,derived_teaching_data
u002,5,2.B.1.e,0.487482,derived_teaching_data
u002,5,2.B.1.f,0.409706,derived_teaching_data
u002,5,2.B.2.i,0.564068,derived_teaching_data
u002,5,2.B.3.a,0.578294,derived_teaching_data
u002,5,2.B.3.b,0.336447,derived_teaching_data
u002,5,2.B.3.c,0.305161,derived_teaching_data
u002,5,2.B.3.d,0.233422,derived_teaching_data
u002,5,2.B.3.e,0.65234,derived_teaching_data
u002,5,2.B.3.g,0.321388,derived_teaching_data
u002,5,2.B.3.h,0.256302,derived_teaching_data
u002,5,2.B.3.j,0.243398,derived_teaching_data
u002,5,2.B.3.k,0.349546,derived_teaching_data
u002,5,2.B.3.l,0.229797,derived_teaching_data
u002,5,2.B.3.m,0.381707,derived_teaching_data
u002,5,2.B.4.e,0.546473,derived_teaching_data
u002,5,2.B.4.g,0.511429,derived_teaching_data
u002,5,2.B.4.h,0.487518,derived_teaching_data
u002,5,2.B.5.a,0.420066,derived_teaching_data
u002,5,2.B.5.b,0.278203,derived_teaching_data
u002,5,2.B.5.c,0.280741,derived_teaching_data
u002,5,2.B.5.d,0.339957,derived_teaching_data
u003,0,2.A.1.a,0.487948,derived_teaching_data
u003,0,2.A.1.b,0.474346,derived_teaching_data
u003,0,2.A.1.c,0.41747,derived_teaching_data
u003,0,2.A.1.d,0.443104,derived_teaching_data
u003,0,2.A.1.e,0.364119,derived_teaching_data
u003,0,2.A.1.f,0.242999,derived_teaching_data
u003,0,2.A.2.a,0.479543,derived_teaching_data
u003,0,2.A.2.b,0.456498,derived_teaching_data
u003,0,2.A.2.c,0.368914,derived_teaching_data
u003,0,2.A.2.d,0.44489,derived_teaching_data
u003,0,2.B.1.a,0.337147,derived_teaching_data
u003,0,2.B.1.b,0.360642,derived_teaching_data
u003,0,2.B.1.c,0.334411,derived_teaching_data
u003,0,2.B.1.d,0.274261,derived_teaching_data
u003,0,2.B.1.e,0.387986,derived_teaching_data
u003,0,2.B.1.f,0.356407,derived_teaching_data
u003,0,2.B.2.i,0.493107,derived_teaching_data
u003,0,2.B.3.a,0.369954,derived_teaching_data
u003,0,2.B.3.b,0.283346,derived_teaching_data
u003,0,2.B.3.c,0.220527,derived_teaching_data
u003,0,2.B.3.d,0.181996,derived_teaching_data
u003,0,2.B.3.e,0.438805,derived_teaching_data
u003,0,2.B.3.g,0.337413,derived_teaching_data
u003,0,2.B.3.h,0.192007,derived_teaching_data
u003,0,2.B.3.j,0.218943,derived_teaching_data
u003,0,2.B.3.k,0.315801,derived_teaching_data
u003,0,2.B.3.l,0.17535,derived_teaching_data
u003,0,2.B.3.m,0.315683,derived_teaching_data
u003,0,2.B.4.e,0.472233,derived_teaching_data
u003,0,2.B.4.g,0.416892,derived_teaching_data
u003,0,2.B.4.h,0.433671,derived_teaching_data
u003,0,2.B.5.a,0.344412,derived_teaching_data
u003,0,2.B.5.b,0.232971,derived_teaching_data
u003,0,2.B.5.c,0.234481,derived_teaching_data
u003,0,2.B.5.d,0.327364,derived_teaching_data
u003,1,2.A.1.a,0.526896,derived_teaching_data
u003,1,2.A.1.b,0.490286,derived_teaching_data
u003,1,2.A.1.c,0.443141,derived_teaching_data
u003,1,2.A.1.d,0.469007,derived_teaching_data
u003,1,2.A.1.e,0.398441,derived_teaching_data
u003,1,2.A.1.f,0.239902,derived_teaching_data
u003,1,2.A.2.a,0.51829,derived_teaching_data
u003,1,2.A.2.b,0.47017,derived_teaching_data
u003,1,2.A.2.c,0.42651,derived_teaching_data
u003,1,2.A.2.d,0.450157,derived_teaching_data
u003,1,2.B.1.a,0.344777,derived_teaching_data
u003,1,2.B.1.b,0.402203,derived_teaching_data
u003,1,2.B.1.c,0.305508,derived_teaching_data
u003,1,2.B.1.d,0.266875,derived_teaching_data
u003,1,2.B.1.e,0.409021,derived_teaching_data
u003,1,2.B.1.f,0.357558,derived_teaching_data
u003,1,2.B.2.i,0.520006,derived_teaching_data
u003,1,2.B.3.a,0.391999,derived_teaching_data
u003,1,2.B.3.b,0.304671,derived_teaching_data
u003,1,2.B.3.c,0.23077,derived_teaching_data
u003,1,2.B.3.d,0.195788,derived_teaching_data
u003,1,2.B.3.e,0.440725,derived_teaching_data
u003,1,2.B.3.g,0.346017,derived_teaching_data
u003,1,2.B.3.h,0.219248,derived_teaching_data
u003,1,2.B.3.j,0.191176,derived_teaching_data
u003,1,2.B.3.k,0.305118,derived_teaching_data
u003,1,2.B.3.l,0.177768,derived_teaching_data
u003,1,2.B.3.m,0.305136,derived_teaching_data
u003,1,2.B.4.e,0.49991,derived_teaching_data
u003,1,2.B.4.g,0.442095,derived_teaching_data
u003,1,2.B.4.h,0.45764,derived_teaching_data
u003,1,2.B.5.a,0.354116,derived_teaching_data
u003,1,2.B.5.b,0.230643,derived_teaching_data
u003,1,2.B.5.c,0.27221,derived_teaching_data
u003,1,2.B.5.d,0.348808,derived_teaching_data
u003,2,2.A.1.a,0.519995,derived_teaching_data
u003,2,2.A.1.b,0.529605,derived_teaching_data
u003,2,2.A.1.c,0.477953,derived_teaching_data
u003,2,2.A.1.d,0.49425,derived_teaching_data
u003,2,2.A.1.e,0.431588,derived_teaching_data
u003,2,2.A.1.f,0.313753,derived_teaching_data
u003,2,2.A.2.a,0.522164,derived_teaching_data
u003,2,2.A.2.b,0.496479,derived_teaching_data
u003,2,2.A.2.c,0.413228,derived_teaching_data
u003,2,2.A.2.d,0.484502,derived_teaching_data
u003,2,2.B.1.a,0.375142,derived_teaching_data
u003,2,2.B.1.b,0.403364,derived_teaching_data
u003,2,2.B.1.c,0.356773,derived_teaching_data
u003,2,2.B.1.d,0.290468,derived_teaching_data
u003,2,2.B.1.e,0.437173,derived_teaching_data
u003,2,2.B.1.f,0.382435,derived_teaching_data
u003,2,2.B.2.i,0.52351,derived_teaching_data
u003,2,2.B.3.a,0.418997,derived_teaching_data
u003,2,2.B.3.b,0.317994,derived_teaching_data
u003,2,2.B.3.c,0.222124,derived_teaching_data
u003,2,2.B.3.d,0.214708,derived_teaching_data
u003,2,2.B.3.e,0.471965,derived_teaching_data
u003,2,2.B.3.g,0.359922,derived_teaching_data
u003,2,2.B.3.h,0.233137,derived_teaching_data
u003,2,2.B.3.j,0.213577,derived_teaching_data
u003,2,2.B.3.k,0.32354,derived_teaching_data
u003,2,2.B.3.l,0.206587,derived_teaching_data
