occupation_id,skill_id,skill_name,importance,level,importance_norm,level_norm,demand_weight,is_required,skill_source
15-1251.00,2.B.3.c,Equipment Selection,1.0,0.0,0.2,0.0,0.0,0,15-1251.00
15-1251.00,2.B.3.d,Installation,1.25,0.38,0.25,0.054285714285714284,0.013571,0,15-1251.00
15-1251.00,2.B.3.e,Programming,4.75,4.88,0.95,0.6971428571428572,0.662286,1,15-1251.00
15-1251.00,2.B.3.g,Operations Monitoring,2.25,2.12,0.45,0.3028571428571429,0.136286,0,15-1251.00
15-1251.00,2.B.3.h,Operation and Control,1.12,0.25,0.22400000000000003,0.03571428571428571,0.008,0,15-1251.00
15-1251.00,2.B.3.j,Equipment Maintenance,1.0,0.0,0.2,0.0,0.0,0,15-1251.00
15-1251.00,2.B.3.k,Troubleshooting,2.25,1.62,0.45,0.23142857142857146,0.104143,0,15-1251.00
15-1251.00,2.B.3.l,Repairing,1.0,0.0,0.2,0.0,0.0,0,15-1251.00
15-1251.00,2.B.3.m,Quality Control Analysis,3.5,3.5,0.7,0.5,0.35,1,15-1251.00
15-1251.00,2.B.4.e,Judgment and Decision Making,3.25,3.25,0.65,0.4642857142857143,0.301786,1,15-1251.00
15-1251.00,2.B.4.g,Systems Analysis,3.38,3.25,0.6759999999999999,0.4642857142857143,0.313857,1,15-1251.00
15-1251.00,2.B.4.h,Systems Evaluation,3.12,3.62,0.624,0.5171428571428571,0.322697,1,15-1251.00
15-1251.00,2.B.5.a,Time Management,3.12,3.12,0.624,0.44571428571428573,0.278126,0,15-1251.00
15-1251.00,2.B.5.b,Management of Financial Resources,2.0,1.5,0.4,0.21428571428571427,0.085714,0,15-1251.00
15-1251.00,2.B.5.c,Management of Material Resources,2.0,1.25,0.4,0.17857142857142858,0.071429,0,15-1251.00
15-1251.00,2.B.5.d,Management of Personnel Resources,2.62,2.75,0.524,0.39285714285714285,0.205857,0,15-1251.00
15-1252.00,2.A.1.a,Reading Comprehension,3.5,4.25,0.7,0.6071428571428571,0.425,1,15-1252.00
15-1252.00,2.A.1.b,Active Listening,3.38,3.88,0.6759999999999999,0.5542857142857143,0.374697,1,15-1252.00
15-1252.00,2.A.1.c,Writing,3.25,3.62,0.65,0.5171428571428571,0.336143,1,15-1252.00
15-1252.00,2.A.1.d,Speaking,3.12,3.62,0.624,0.5171428571428571,0.322697,1,15-1252.00
15-1252.00,2.A.1.e,Mathematics,2.75,3.25,0.55,0.4642857142857143,0.255357,0,15-1252.00
15-1252.00,2.A.1.f,Science,2.12,0.0,0.42400000000000004,0.0,0.0,0,15-1252.00
15-1252.00,2.A.2.a,Critical Thinking,3.88,4.12,0.776,0.5885714285714286,0.456731,1,15-1252.00
15-1252.00,2.A.2.b,Active Learning,3.5,3.62,0.7,0.5171428571428571,0.362,1,15-1252.00
15-1252.00,2.A.2.c,Learning Strategies,2.62,3.12,0.524,0.44571428571428573,0.233554,0,15-1252.00
15-1252.00,2.A.2.d,Monitoring,3.0,3.5,0.6,0.5,0.3,1,15-1252.00
15-1252.00,2.B.1.a,Social Perceptiveness,2.88,3.38,0.576,0.4828571428571428,0.278126,0,15-1252.00
15-1252.00,2.B.1.b,Coordination,3.0,3.12,0.6,0.44571428571428573,0.267429,0,15-1252.00
15-1252.00,2.B.1.c,Persuasion,2.75,3.12,0.55,0.44571428571428573,0.245143,0,15-1252.00
15-1252.00,2.B.1.d,Negotiation,2.62,2.88,0.524,0.4114285714285714,0.215589,0,15-1252.00
15-1252.00,2.B.1.e,Instructing,2.88,3.12,0.576,0.44571428571428573,0.256731,0,15-1252.00
15-1252.00,2.B.1.f,Service Orientation,2.88,3.0,0.576,0.42857142857142855,0.246857,0,15-1252.00
15-1252.00,2.B.2.i,Complex Problem Solving,3.38,3.5,0.6759999999999999,0.5,0.338,1,15-1252.00
15-1252.00,2.B.3.a,Operations Analysis,3.25,0.0,0.65,0.0,0.0,0,15-1252.00
15-1252.00,2.B.3.b,Technology Design,3.38,3.62,0.6759999999999999,0.5171428571428571,0.349589,1,15-1252.00
15-1252.00,2.B.3.c,Equipment Selection,2.12,0.0,0.42400000000000004,0.0,0.0,0,15-1252.00
15-1252.00,2.B.3.d,Installation,1.88,1.0,0.376,0.14285714285714285,0.053714,0,15-1252.00
15-1252.00,2.B.3.e,Programming,4.0,0.0,0.8,0.0,0.0,0,15-1252.00
15-1252.00,2.B.3.g,Operations Monitoring,2.75,2.38,0.55,0.33999999999999997,0.187,0,15-1252.00
15-1252.00,2.B.3.h,Operation and Control,2.0,0.0,0.4,0.0,0.0,0,15-1252.00
15-1252.00,2.B.3.j,Equipment Maintenance,1.25,0.25,0.25,0.03571428571428571,0.008929,0,15-1252.00
15-1252.00,2.B.3.k,Troubleshooting,2.62,2.38,0.524,0.33999999999999997,0.17816,0,15-1252.00
15-1252.00,2.B.3.l,Repairing,1.12,0.25,0.22400000000000003,0.03571428571428571,0.008,0,15-1252.00
15-1252.00,2.B.3.m,Quality Control Analysis,2.75,0.0,0.55,0.0,0.0,0,15-1252.00
15-1252.00,2.B.4.e,Judgment and Decision Making,3.62,3.75,0.724,0.5357142857142857,0.387857,1,15-1252.00
15-1252.00,2.B.4.g,Systems Analysis,3.5,3.88,0.7,0.5542857142857143,0.388,1,15-1252.00
15-1252.00,2.B.4.h,Systems Evaluation,3.38,4.12,0.6759999999999999,0.5885714285714286,0.397874,1,15-1252.00
15-1252.00,2.B.5.a,Time Management,3.12,3.25,0.624,0.4642857142857143,0.289714,1,15-1252.00
15-1252.00,2.B.5.b,Management of Financial Resources,1.75,1.0,0.35,0.14285714285714285,0.05,0,15-1252.00
