user_id,current_job,current_job_name,target_job,target_job_name,candidate_job,candidate_job_name,match_score,gap_score,missing_skill_count,direct_transition_probability,path_probability,path_length,growth_score,estimated_training_hours,recommendation_score,is_target,rank
u002,15-1254.00,Web Developers,15-1252.00,Software Developers,15-1251.00,Computer Programmers,0.942804,0.0,0,0.0,0.0,-1,0.499518,40.0,0.499189,0,10
u002,15-1254.00,Web Developers,15-1252.00,Software Developers,15-2031.00,Operations Research Analysts,0.898277,0.013305,0,0.0,0.0,-1,0.526881,44.26,0.47993,0,11
u003,15-1242.00,Database Administrators,15-2051.00,Data Scientists,15-2051.00,Data Scientists,0.937911,0.0,0,1.0,1.0,1,0.484159,40.0,0.644684,1,1
u003,15-1242.00,Database Administrators,15-2051.00,Data Scientists,15-1211.00,Computer Systems Analysts,0.97752,0.000241,0,0.0,0.0,-1,0.539661,40.08,0.520773,0,2
u003,15-1242.00,Database Administrators,15-2051.00,Data Scientists,15-1244.00,Network and Computer Systems Administrators,0.96652,0.008003,1,0.0,0.0,-1,0.567594,54.56,0.518073,0,3
u003,15-1242.00,Database Administrators,15-2051.00,Data Scientists,15-1243.00,Database Architects,0.959256,0.0,0,0.0,0.0,-1,0.495681,40.0,0.506017,0,4
u003,15-1242.00,Database Administrators,15-2051.00,Data Scientists,15-1254.00,Web Developers,0.955431,0.0,0,0.0,0.0,-1,0.48431,40.0,0.502591,0,5
u003,15-1242.00,Database Administrators,15-2051.00,Data Scientists,15-1253.00,Software Quality Assurance Analysts and Testers,0.947961,0.0,0,0.0,0.0,-1,0.493122,40.0,0.500551,0,6
u003,15-1242.00,Database Administrators,15-2051.00,Data Scientists,15-1212.00,Information Security Analysts,0.948181,0.0,0,0.0,0.0,-1,0.482202,40.0,0.499012,0,7
u003,15-1242.00,Database Administrators,15-2051.00,Data Scientists,15-1255.00,Web and Digital Interface Designers,0.943588,0.0,0,0.0,0.0,-1,0.48684,40.0,0.49764,0,8
u003,15-1242.00,Database Administrators,15-2051.00,Data Scientists,15-2031.00,Operations Research Analysts,0.921587,0.0,0,0.0,0.0,-1,0.511191,40.0,0.491393,0,9
u003,15-1242.00,Database Administrators,15-2051.00,Data Scientists,15-1251.00,Computer Programmers,0.929562,0.009322,0,0.0,0.0,-1,0.483829,42.98,0.488547,0,10
u003,15-1242.00,Database Administrators,15-2051.00,Data Scientists,15-1252.00,Software Developers,0.901322,0.0,0,0.0,0.0,-1,0.465698,40.0,0.47545,0,11
u004,15-1244.00,Network and Computer Systems Administrators,15-1212.00,Information Security Analysts,15-1212.00,Information Security Analysts,0.916586,0.0,0,1.0,1.0,1,0.414608,40.0,0.624655,1,1
u004,15-1244.00,Network and Computer Systems Administrators,15-1212.00,Information Security Analysts,15-1211.00,Computer Systems Analysts,0.958218,0.0,0,0.0,0.0,-1,0.472067,40.0,0.502008,0,2
u004,15-1244.00,Network and Computer Systems Administrators,15-1212.00,Information Security Analysts,15-1242.00,Database Administrators,0.917292,0.0,0,0.0,0.0,-1,0.432406,40.0,0.477642,0,3
u004,15-1244.00,Network and Computer Systems Administrators,15-1212.00,Information Security Analysts,15-1253.00,Software Quality Assurance Analysts and Testers,0.918301,0.0,0,0.0,0.0,-1,0.425527,40.0,0.477064,0,4
u004,15-1244.00,Network and Computer Systems Administrators,15-1212.00,Information Security Analysts,15-1243.00,Database Architects,0.910229,0.0,0,0.0,0.0,-1,0.428087,40.0,0.473816,0,5
u004,15-1244.00,Network and Computer Systems Administrators,15-1212.00,Information Security Analysts,15-1254.00,Web Developers,0.913924,0.0,0,0.0,0.0,-1,0.416716,40.0,0.473773,0,6
u004,15-1244.00,Network and Computer Systems Administrators,15-1212.00,Information Security Analysts,15-1255.00,Web and Digital Interface Designers,0.887202,0.0,0,0.0,0.0,-1,0.419245,40.0,0.462128,0,7
u004,15-1244.00,Network and Computer Systems Administrators,15-1212.00,Information Security Analysts,15-1251.00,Computer Programmers,0.885311,0.005974,0,0.0,0.0,-1,0.416234,41.91,0.459332,0,8
u004,15-1244.00,Network and Computer Systems Administrators,15-1212.00,Information Security Analysts,15-2051.00,Data Scientists,0.879344,0.0,0,0.0,0.0,-1,0.416564,40.0,0.458189,0,9
u004,15-1244.00,Network and Computer Systems Administrators,15-1212.00,Information Security Analysts,15-2031.00,Operations Research Analysts,0.851464,0.004706,0,0.0,0.0,-1,0.443597,41.51,0.448522,0,10
u004,15-1244.00,Network and Computer Systems Administrators,15-1212.00,Information Security Analysts,15-1252.00,Software Developers,0.854173,0.000611,0,0.0,0.0,-1,0.398103,40.2,0.443941,0,11
u005,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1252.00,Software Developers,0.879238,0.0,0,1.0,1.0,1,0.472576,40.0,0.616543,1,1
u005,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-2051.00,Data Scientists,0.917364,0.00082,0,0.0,0.555556,2,0.491037,40.26,0.569598,0,2
u005,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1212.00,Information Security Analysts,0.94943,0.0,0,0.0,0.444444,2,0.489081,40.0,0.567272,0,3
u005,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1244.00,Network and Computer Systems Administrators,0.971457,0.001321,0,0.0,0.0,-1,0.574473,40.42,0.522996,0,4
u005,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1211.00,Computer Systems Analysts,0.971518,7.8e-05,0,0.0,0.0,-1,0.54654,40.02,0.519145,0,5
u005,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1242.00,Database Administrators,0.945486,0.0,0,0.0,0.0,-1,0.506878,40.0,0.5015,0,6
u005,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1254.00,Web Developers,0.948504,0.0,0,0.0,0.0,-1,0.491189,40.0,0.500505,0,7
u005,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1243.00,Database Architects,0.940965,0.0,0,0.0,0.0,-1,0.50256,40.0,0.498818,0,8
u005,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1255.00,Web and Digital Interface Designers,0.925018,0.0,0,0.0,0.0,-1,0.493718,40.0,0.490316,0,9
u005,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1251.00,Computer Programmers,0.925472,0.005821,0,0.0,0.0,-1,0.490707,41.86,0.488613,0,10
u005,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-2031.00,Operations Research Analysts,0.88398,0.019258,0,0.0,0.0,-1,0.518069,46.16,0.470687,0,11
u006,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-2051.00,Data Scientists,0.908285,0.0,0,1.0,1.0,1,0.444497,40.0,0.625403,1,1
u006,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1244.00,Network and Computer Systems Administrators,0.988498,0.0,0,0.0,0.0,-1,0.527933,40.0,0.524014,0,2
u006,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1242.00,Database Administrators,0.945392,0.0,0,0.0,0.0,-1,0.460339,40.0,0.494477,0,3
u006,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1253.00,Software Quality Assurance Analysts and Testers,0.947466,0.0,0,0.0,0.0,-1,0.45346,40.0,0.494379,0,4
u006,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1243.00,Database Architects,0.939391,0.0,0,0.0,0.0,-1,0.45602,40.0,0.491129,0,5
u006,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1212.00,Information Security Analysts,0.943017,0.0,0,0.0,0.0,-1,0.442541,40.0,0.490739,0,6
u006,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1254.00,Web Developers,0.941542,0.0,0,0.0,0.0,-1,0.444649,40.0,0.490391,0,7
u006,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1255.00,Web and Digital Interface Designers,0.920688,0.0,0,0.0,0.0,-1,0.447179,40.0,0.481386,0,8
u006,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1251.00,Computer Programmers,0.912416,0.005404,0,0.0,0.0,-1,0.444167,41.73,0.475861,0,9
u006,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1252.00,Software Developers,0.892072,0.0,0,0.0,0.0,-1,0.426037,40.0,0.465338,0,10
u006,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-2031.00,Operations Research Analysts,0.879538,0.011331,0,0.0,0.0,-1,0.47153,43.63,0.463689,0,11
u007,15-1252.00,Software Developers,15-1253.00,Software Quality Assurance Analysts and Testers,15-2051.00,Data Scientists,0.933115,0.0,0,0.555556,0.555556,1,0.518461,40.0,0.581004,0,1
u007,15-1252.00,Software Developers,15-1253.00,Software Quality Assurance Analysts and Testers,15-1212.00,Information Security Analysts,0.954333,0.001503,0,0.444444,0.444444,1,0.516505,40.48,0.573216,0,2
u007,15-1252.00,Software Developers,15-1253.00,Software Quality Assurance Analysts and Testers,15-1211.00,Computer Systems Analysts,0.968197,0.006804,2,0.0,0.0,-1,0.573963,66.18,0.520082,0,3
u007,15-1252.00,Software Developers,15-1253.00,Software Quality Assurance Analysts and Testers,15-1244.00,Network and Computer Systems Administrators,0.960342,0.01684,4,0.0,0.0,-1,0.601897,93.39,0.518228,0,4
u007,15-1252.00,Software Developers,15-1253.00,Software Quality Assurance Analysts and Testers,15-1243.00,Database Architects,0.95366,0.00642,1,0.0,0.0,-1,0.529983,54.05,0.507039,0,5
u007,15-1252.00,Software Developers,15-1253.00,Software Quality Assurance Analysts and Testers,15-1242.00,Database Administrators,0.950512,0.004933,1,0.0,0.0,-1,0.534302,53.58,0.506642,0,6
u007,15-1252.00,Software Developers,15-1253.00,Software Quality Assurance Analysts and Testers,15-1255.00,Web and Digital Interface Designers,0.939419,0.009899,1,0.0,0.0,-1,0.521142,55.17,0.498435,0,7
u007,15-1252.00,Software Developers,15-1253.00,Software Quality Assurance Analysts and Testers,15-1253.00,Software Quality Assurance Analysts and Testers,0.929952,0.011161,2,0.0,0.0,-1,0.527424,67.57,0.494802,1,8
u007,15-1252.00,Software Developers,15-1253.00,Software Quality Assurance Analysts and Testers,15-1254.00,Web Developers,0.925347,0.02016,1,0.0,0.0,-1,0.518612,58.45,0.489158,0,9
u007,15-1252.00,Software Developers,15-1253.00,Software Quality Assurance Analysts and Testers,15-2031.00,Operations Research Analysts,0.900514,0.017951,1,0.0,0.0,-1,0.545493,57.74,0.482567,0,10
u007,15-1252.00,Software Developers,15-1253.00,Software Quality Assurance Analysts and Testers,15-1251.00,Computer Programmers,0.887056,0.039531,2,0.0,0.0,-1,0.518131,76.65,0.467012,0,11
u008,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1252.00,Software Developers,0.872637,0.0,0,1.0,1.0,1,0.472576,40.0,0.613573,1,1
u008,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-2051.00,Data Scientists,0.915235,0.0,0,0.0,0.555556,2,0.491037,40.0,0.568845,0,2
u008,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1212.00,Information Security Analysts,0.943704,0.0,0,0.0,0.444444,2,0.489081,40.0,0.564695,0,3
u008,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1244.00,Network and Computer Systems Administrators,0.974423,0.001494,1,0.0,0.0,-1,0.574473,52.48,0.524288,0,4
u008,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1211.00,Computer Systems Analysts,0.975795,0.0,0,0.0,0.0,-1,0.54654,40.0,0.521089,0,5
u008,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1242.00,Database Administrators,0.947652,0.0,0,0.0,0.0,-1,0.506878,40.0,0.502475,0,6
u008,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1254.00,Web Developers,0.951266,0.0,0,0.0,0.0,-1,0.491189,40.0,0.501748,0,7
u008,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1243.00,Database Architects,0.94191,0.0,0,0.0,0.0,-1,0.50256,40.0,0.499243,0,8
u008,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1251.00,Computer Programmers,0.932845,0.004375,0,0.0,0.0,-1,0.490707,41.4,0.492292,0,9
u008,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1255.00,Web and Digital Interface Designers,0.925351,0.0,0,0.0,0.0,-1,0.493718,40.0,0.490466,0,10
u008,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-2031.00,Operations Research Analysts,0.891367,0.010794,0,0.0,0.0,-1,0.518069,43.45,0.476127,0,11
u009,15-1254.00,Web Developers,15-1252.00,Software Developers,15-1255.00,Web and Digital Interface Designers,0.94291,0.0,0,0.4,0.4,1,0.50253,40.0,0.559689,0,1
u009,15-1254.00,Web Developers,15-1252.00,Software Developers,15-1252.00,Software Developers,0.880659,0.003284,1,0.6,0.6,1,0.481388,53.05,0.557684,1,2
u009,15-1254.00,Web Developers,15-1252.00,Software Developers,15-1212.00,Information Security Analysts,0.948485,0.0,0,0.0,0.266666,2,0.497892,40.0,0.541502,0,3
u009,15-1254.00,Web Developers,15-1252.00,Software Developers,15-2051.00,Data Scientists,0.921848,0.003281,0,0.0,0.333334,2,0.499848,41.05,0.538989,0,4
u009,15-1254.00,Web Developers,15-1252.00,Software Developers,15-1244.00,Network and Computer Systems Administrators,0.968046,0.007166,2,0.0,0.0,-1,0.583284,66.29,0.521322,0,5
u009,15-1254.00,Web Developers,15-1252.00,Software Developers,15-1211.00,Computer Systems Analysts,0.972988,0.0,0,0.0,0.0,-1,0.555351,40.0,0.521147,0,6
u009,15-1254.00,Web Developers,15-1252.00,Software Developers,15-1242.00,Database Administrators,0.957533,0.0,0,0.0,0.0,-1,0.51569,40.0,0.508243,0,7
u009,15-1254.00,Web Developers,15-1252.00,Software Developers,15-1243.00,Database Architects,0.95805,0.0,0,0.0,0.0,-1,0.511371,40.0,0.507828,0,8
u009,15-1254.00,Web Developers,15-1252.00,Software Developers,15-1253.00,Software Quality Assurance Analysts and Testers,0.951199,0.0,0,0.0,0.0,-1,0.508811,40.0,0.504361,0,9
u009,15-1254.00,Web Developers,15-1252.00,Software Developers,15-1251.00,Computer Programmers,0.938805,0.0,0,0.0,0.0,-1,0.499518,40.0,0.49739,0,10
u009,15-1254.00,Web Developers,15-1252.00,Software Developers,15-2031.00,Operations Research Analysts,0.88948,0.021629,0,0.0,0.0,-1,0.526881,46.92,0.473891,0,11
u010,15-1255.00,Web and Digital Interface Designers,15-2031.00,Operations Research Analysts,15-1211.00,Computer Systems Analysts,0.969493,0.004185,2,0.0,0.0,-1,0.552821,65.34,0.518149,0,1
u010,15-1255.00,Web and Digital Interface Designers,15-2031.00,Operations Research Analysts,15-1244.00,Network and Computer Systems Administrators,0.959582,0.013179,3,0.0,0.0,-1,0.580755,80.22,0.51563,0,2
u010,15-1255.00,Web and Digital Interface Designers,15-2031.00,Operations Research Analysts,15-1243.00,Database Architects,0.968815,0.0,0,0.0,0.0,-1,0.508841,40.0,0.512293,0,3
u010,15-1255.00,Web and Digital Interface Designers,15-2031.00,Operations Research Analysts,15-1254.00,Web Developers,0.96512,0.0,0,0.0,0.0,-1,0.49747,40.0,0.508924,0,4
u010,15-1255.00,Web and Digital Interface Designers,15-2031.00,Operations Research Analysts,15-1242.00,Database Administrators,0.95951,0.0,0,0.0,0.0,-1,0.51316,40.0,0.508754,0,5
u010,15-1255.00,Web and Digital Interface Designers,15-2031.00,Operations Research Analysts,15-1212.00,Information Security Analysts,0.943388,0.0,0,0.0,0.0,-1,0.495363,40.0,0.498829,0,6
u010,15-1255.00,Web and Digital Interface Designers,15-2031.00,Operations Research Analysts,15-1253.00,Software Quality Assurance Analysts and Testers,0.940275,0.00367,1,0.0,0.0,-1,0.506282,53.17,0.498149,0,7
u010,15-1255.00,Web and Digital Interface Designers,15-2031.00,Operations Research Analysts,15-2051.00,Data Scientists,0.938659,0.0,0,0.0,0.0,-1,0.497319,40.0,0.496994,0,8
u010,15-1255.00,Web and Digital Interface Designers,15-2031.00,Operations Research Analysts,15-1251.00,Computer Programmers,0.935449,0.003447,1,0.0,0.0,-1,0.496989,53.1,0.494638,0,9
u010,15-1255.00,Web and Digital Interface Designers,15-2031.00,Operations Research Analysts,15-2031.00,Operations Research Analysts,0.911267,0.00577,1,0.0,0.0,-1,0.524351,53.85,0.48728,1,10
u010,15-1255.00,Web and Digital Interface Designers,15-2031.00,Operations Research Analysts,15-1252.00,Software Developers,0.906211,0.0,0,0.0,0.0,-1,0.478858,40.0,0.479624,0,11
u011,15-2031.00,Operations Research Analysts,15-2051.00,Data Scientists,15-2051.00,Data Scientists,0.943102,0.0,0,1.0,1.0,1,0.472968,40.0,0.645341,1,1
u011,15-2031.00,Operations Research Analysts,15-2051.00,Data Scientists,15-1211.00,Computer Systems Analysts,0.948875,0.006631,2,0.0,0.0,-1,0.52847,66.12,0.504606,0,2
u011,15-2031.00,Operations Research Analysts,15-2051.00,Data Scientists,15-1242.00,Database Administrators,0.947968,0.0,0,0.0,0.0,-1,0.488809,40.0,0.499907,0,3
u011,15-2031.00,Operations Research Analysts,15-2051.00,Data Scientists,15-1243.00,Database Architects,0.949343,0.0,0,0.0,0.0,-1,0.48449,40.0,0.499878,0,4
u011,15-2031.00,Operations Research Analysts,15-2051.00,Data Scientists,15-1244.00,Network and Computer Systems Administrators,0.933757,0.020365,4,0.0,0.0,-1,0.556403,94.52,0.49856,0,5
u011,15-2031.00,Operations Research Analysts,15-2051.00,Data Scientists,15-1254.00,Web Developers,0.943593,0.003798,0,0.0,0.0,-1,0.473119,41.22,0.494635,0,6
u011,15-2031.00,Operations Research Analysts,15-2051.00,Data Scientists,15-1255.00,Web and Digital Interface Designers,0.933871,0.000243,0,0.0,0.0,-1,0.475649,40.08,0.491528,0,7
u011,15-2031.00,Operations Research Analysts,15-2051.00,Data Scientists,15-1253.00,Software Quality Assurance Analysts and Testers,0.923707,0.004468,1,0.0,0.0,-1,0.481931,53.43,0.486841,0,8
u011,15-2031.00,Operations Research Analysts,15-2051.00,Data Scientists,15-1212.00,Information Security Analysts,0.924393,0.001255,0,0.0,0.0,-1,0.471011,40.4,0.486315,0,9
u011,15-2031.00,Operations Research Analysts,15-2051.00,Data Scientists,15-1251.00,Computer Programmers,0.914168,0.021908,1,0.0,0.0,-1,0.472638,59.01,0.476794,0,10
u011,15-2031.00,Operations Research Analysts,15-2051.00,Data Scientists,15-1252.00,Software Developers,0.89451,0.003227,0,0.0,0.0,-1,0.454507,41.03,0.469899,0,11
u012,15-2051.00,Data Scientists,15-1211.00,Computer Systems Analysts,15-1244.00,Network and Computer Systems Administrators,0.970653,0.006787,0,0.0,0.0,-1,0.583436,42.17,0.522613,0,1
u012,15-2051.00,Data Scientists,15-1211.00,Computer Systems Analysts,15-1211.00,Computer Systems Analysts,0.973732,0.001819,0,0.0,0.0,-1,0.555503,40.58,0.52105,1,2
u012,15-2051.00,Data Scientists,15-1211.00,Computer Systems Analysts,15-1242.00,Database Administrators,0.959869,0.0,0,0.0,0.0,-1,0.515841,40.0,0.509317,0,3
u012,15-2051.00,Data Scientists,15-1211.00,Computer Systems Analysts,15-1243.00,Database Architects,0.958851,0.0,0,0.0,0.0,-1,0.511523,40.0,0.508211,0,4
u012,15-2051.00,Data Scientists,15-1211.00,Computer Systems Analysts,15-1212.00,Information Security Analysts,0.956101,0.0,0,0.0,0.0,-1,0.498044,40.0,0.504952,0,5
u012,15-2051.00,Data Scientists,15-1211.00,Computer Systems Analysts,15-1255.00,Web and Digital Interface Designers,0.946542,0.000567,0,0.0,0.0,-1,0.502681,40.18,0.501204,0,6
u012,15-2051.00,Data Scientists,15-1211.00,Computer Systems Analysts,15-1253.00,Software Quality Assurance Analysts and Testers,0.940887,0.002403,0,0.0,0.0,-1,0.508963,40.77,0.499143,0,7
u012,15-2051.00,Data Scientists,15-1211.00,Computer Systems Analysts,15-1254.00,Web Developers,0.944703,0.004167,0,0.0,0.0,-1,0.500152,41.33,0.499097,0,8
u012,15-2051.00,Data Scientists,15-1211.00,Computer Systems Analysts,15-2031.00,Operations Research Analysts,0.92171,0.002046,1,0.0,0.0,-1,0.527032,52.65,0.493313,0,9
u012,15-2051.00,Data Scientists,15-1211.00,Computer Systems Analysts,15-1252.00,Software Developers,0.919325,0.003229,0,0.0,0.0,-1,0.481539,41.03,0.48512,0,10
u012,15-2051.00,Data Scientists,15-1211.00,Computer Systems Analysts,15-1251.00,Computer Programmers,0.910185,0.021357,0,0.0,0.0,-1,0.49967,46.83,0.479195,0,11
u013,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-2051.00,Data Scientists,0.9134,0.0,0,1.0,1.0,1,0.444497,40.0,0.627705,1,1
u013,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1244.00,Network and Computer Systems Administrators,0.980256,0.002549,1,0.0,0.0,-1,0.527933,52.82,0.519668,0,2
u013,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1253.00,Software Quality Assurance Analysts and Testers,0.953441,0.0,0,0.0,0.0,-1,0.45346,40.0,0.497067,0,3
u013,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1242.00,Database Administrators,0.94981,0.0,0,0.0,0.0,-1,0.460339,40.0,0.496465,0,4
u013,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1243.00,Database Architects,0.945859,0.0,0,0.0,0.0,-1,0.45602,40.0,0.494039,0,5
u013,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1254.00,Web Developers,0.947322,0.0,0,0.0,0.0,-1,0.444649,40.0,0.492992,0,6
u013,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1212.00,Information Security Analysts,0.941502,0.0,0,0.0,0.0,-1,0.442541,40.0,0.490057,0,7
u013,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1255.00,Web and Digital Interface Designers,0.921109,0.0,0,0.0,0.0,-1,0.447179,40.0,0.481576,0,8
u013,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1251.00,Computer Programmers,0.914502,0.007111,0,0.0,0.0,-1,0.444167,42.28,0.476373,0,9
u013,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-2031.00,Operations Research Analysts,0.890639,0.006151,0,0.0,0.0,-1,0.47153,41.97,0.469979,0,10
u013,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1252.00,Software Developers,0.888852,0.0,0,0.0,0.0,-1,0.426037,40.0,0.463889,0,11
u014,15-1212.00,Information Security Analysts,15-1242.00,Database Administrators,15-1211.00,Computer Systems Analysts,0.975395,0.000514,0,0.0,0.0,-1,0.557459,40.16,0.522418,0,1
u014,15-1212.00,Information Security Analysts,15-1242.00,Database Administrators,15-1244.00,Network and Computer Systems Administrators,0.965719,0.012007,2,0.0,0.0,-1,0.585392,67.84,0.519381,0,2
u014,15-1212.00,Information Security Analysts,15-1242.00,Database Administrators,15-1242.00,Database Administrators,0.956793,0.000597,0,0.0,0.0,-1,0.517798,40.19,0.508077,1,3
u014,15-1212.00,Information Security Analysts,15-1242.00,Database Administrators,15-1243.00,Database Architects,0.955923,0.001592,0,0.0,0.0,-1,0.513479,40.51,0.506789,0,4
u014,15-1212.00,Information Security Analysts,15-1242.00,Database Administrators,15-1253.00,Software Quality Assurance Analysts and Testers,0.949107,0.001106,0,0.0,0.0,-1,0.510919,40.35,0.50346,0,5
u014,15-1212.00,Information Security Analysts,15-1242.00,Database Administrators,15-1255.00,Web and Digital Interface Designers,0.946043,0.004315,0,0.0,0.0,-1,0.504637,41.38,0.500336,0,6
