user_id,current_job,current_job_name,target_job,target_job_name,candidate_job,candidate_job_name,match_score,gap_score,missing_skill_count,direct_transition_probability,path_probability,path_length,growth_score,estimated_training_hours,recommendation_score,is_target,rank
u004,15-1244.00,Network and Computer Systems Administrators,15-1212.00,Information Security Analysts,15-1243.00,Database Architects,0.910229,0.0,0,0.0,0.0,-1,0.428087,40.0,0.473816,0,5
u005,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1252.00,Software Developers,0.879238,0.0,0,1.0,1.0,1,0.472576,40.0,0.616543,1,1
u005,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-2051.00,Data Scientists,0.917364,0.00082,0,0.0,0.555556,2,0.491037,40.26,0.569598,0,2
u005,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1212.00,Information Security Analysts,0.94943,0.0,0,0.0,0.444444,2,0.489081,40.0,0.567272,0,3
u005,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1244.00,Network and Computer Systems Administrators,0.971457,0.001321,0,0.0,0.0,-1,0.574473,40.42,0.522996,0,4
u005,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1211.00,Computer Systems Analysts,0.971518,7.8e-05,0,0.0,0.0,-1,0.54654,40.02,0.519145,0,5
u006,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-2051.00,Data Scientists,0.908285,0.0,0,1.0,1.0,1,0.444497,40.0,0.625403,1,1
u006,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1244.00,Network and Computer Systems Administrators,0.988498,0.0,0,0.0,0.0,-1,0.527933,40.0,0.524014,0,2
u006,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1242.00,Database Administrators,0.945392,0.0,0,0.0,0.0,-1,0.460339,40.0,0.494477,0,3
u006,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1253.00,Software Quality Assurance Analysts and Testers,0.947466,0.0,0,0.0,0.0,-1,0.45346,40.0,0.494379,0,4
u006,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1243.00,Database Architects,0.939391,0.0,0,0.0,0.0,-1,0.45602,40.0,0.491129,0,5
u007,15-1252.00,Software Developers,15-1253.00,Software Quality Assurance Analysts and Testers,15-2051.00,Data Scientists,0.933115,0.0,0,0.555556,0.555556,1,0.518461,40.0,0.581004,0,1
u007,15-1252.00,Software Developers,15-1253.00,Software Quality Assurance Analysts and Testers,15-1212.00,Information Security Analysts,0.954333,0.001503,0,0.444444,0.444444,1,0.516505,40.48,0.573216,0,2
u007,15-1252.00,Software Developers,15-1253.00,Software Quality Assurance Analysts and Testers,15-1211.00,Computer Systems Analysts,0.968197,0.006804,2,0.0,0.0,-1,0.573963,66.18,0.520082,0,3
u007,15-1252.00,Software Developers,15-1253.00,Software Quality Assurance Analysts and Testers,15-1244.00,Network and Computer Systems Administrators,0.960342,0.01684,4,0.0,0.0,-1,0.601897,93.39,0.518228,0,4
u007,15-1252.00,Software Developers,15-1253.00,Software Quality Assurance Analysts and Testers,15-1243.00,Database Architects,0.95366,0.00642,1,0.0,0.0,-1,0.529983,54.05,0.507039,0,5
u008,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1252.00,Software Developers,0.872637,0.0,0,1.0,1.0,1,0.472576,40.0,0.613573,1,1
u008,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-2051.00,Data Scientists,0.915235,0.0,0,0.0,0.555556,2,0.491037,40.0,0.568845,0,2
u008,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1212.00,Information Security Analysts,0.943704,0.0,0,0.0,0.444444,2,0.489081,40.0,0.564695,0,3
u008,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1244.00,Network and Computer Systems Administrators,0.974423,0.001494,1,0.0,0.0,-1,0.574473,52.48,0.524288,0,4
u008,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1211.00,Computer Systems Analysts,0.975795,0.0,0,0.0,0.0,-1,0.54654,40.0,0.521089,0,5
u009,15-1254.00,Web Developers,15-1252.00,Software Developers,15-1255.00,Web and Digital Interface Designers,0.94291,0.0,0,0.4,0.4,1,0.50253,40.0,0.559689,0,1
u009,15-1254.00,Web Developers,15-1252.00,Software Developers,15-1252.00,Software Developers,0.880659,0.003284,1,0.6,0.6,1,0.481388,53.05,0.557684,1,2
u009,15-1254.00,Web Developers,15-1252.00,Software Developers,15-1212.00,Information Security Analysts,0.948485,0.0,0,0.0,0.266666,2,0.497892,40.0,0.541502,0,3
u009,15-1254.00,Web Developers,15-1252.00,Software Developers,15-2051.00,Data Scientists,0.921848,0.003281,0,0.0,0.333334,2,0.499848,41.05,0.538989,0,4
u009,15-1254.00,Web Developers,15-1252.00,Software Developers,15-1244.00,Network and Computer Systems Administrators,0.968046,0.007166,2,0.0,0.0,-1,0.583284,66.29,0.521322,0,5
u010,15-1255.00,Web and Digital Interface Designers,15-2031.00,Operations Research Analysts,15-1211.00,Computer Systems Analysts,0.969493,0.004185,2,0.0,0.0,-1,0.552821,65.34,0.518149,0,1
u010,15-1255.00,Web and Digital Interface Designers,15-2031.00,Operations Research Analysts,15-1244.00,Network and Computer Systems Administrators,0.959582,0.013179,3,0.0,0.0,-1,0.580755,80.22,0.51563,0,2
u010,15-1255.00,Web and Digital Interface Designers,15-2031.00,Operations Research Analysts,15-1243.00,Database Architects,0.968815,0.0,0,0.0,0.0,-1,0.508841,40.0,0.512293,0,3
u010,15-1255.00,Web and Digital Interface Designers,15-2031.00,Operations Research Analysts,15-1254.00,Web Developers,0.96512,0.0,0,0.0,0.0,-1,0.49747,40.0,0.508924,0,4
u010,15-1255.00,Web and Digital Interface Designers,15-2031.00,Operations Research Analysts,15-1242.00,Database Administrators,0.95951,0.0,0,0.0,0.0,-1,0.51316,40.0,0.508754,0,5
u011,15-2031.00,Operations Research Analysts,15-2051.00,Data Scientists,15-2051.00,Data Scientists,0.943102,0.0,0,1.0,1.0,1,0.472968,40.0,0.645341,1,1
u011,15-2031.00,Operations Research Analysts,15-2051.00,Data Scientists,15-1211.00,Computer Systems Analysts,0.948875,0.006631,2,0.0,0.0,-1,0.52847,66.12,0.504606,0,2
u011,15-2031.00,Operations Research Analysts,15-2051.00,Data Scientists,15-1242.00,Database Administrators,0.947968,0.0,0,0.0,0.0,-1,0.488809,40.0,0.499907,0,3
u011,15-2031.00,Operations Research Analysts,15-2051.00,Data Scientists,15-1243.00,Database Architects,0.949343,0.0,0,0.0,0.0,-1,0.48449,40.0,0.499878,0,4
u011,15-2031.00,Operations Research Analysts,15-2051.00,Data Scientists,15-1244.00,Network and Computer Systems Administrators,0.933757,0.020365,4,0.0,0.0,-1,0.556403,94.52,0.49856,0,5
u012,15-2051.00,Data Scientists,15-1211.00,Computer Systems Analysts,15-1244.00,Network and Computer Systems Administrators,0.970653,0.006787,0,0.0,0.0,-1,0.583436,42.17,0.522613,0,1
u012,15-2051.00,Data Scientists,15-1211.00,Computer Systems Analysts,15-1211.00,Computer Systems Analysts,0.973732,0.001819,0,0.0,0.0,-1,0.555503,40.58,0.52105,1,2
u012,15-2051.00,Data Scientists,15-1211.00,Computer Systems Analysts,15-1242.00,Database Administrators,0.959869,0.0,0,0.0,0.0,-1,0.515841,40.0,0.509317,0,3
u012,15-2051.00,Data Scientists,15-1211.00,Computer Systems Analysts,15-1243.00,Database Architects,0.958851,0.0,0,0.0,0.0,-1,0.511523,40.0,0.508211,0,4
u012,15-2051.00,Data Scientists,15-1211.00,Computer Systems Analysts,15-1212.00,Information Security Analysts,0.956101,0.0,0,0.0,0.0,-1,0.498044,40.0,0.504952,0,5
u013,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-2051.00,Data Scientists,0.9134,0.0,0,1.0,1.0,1,0.444497,40.0,0.627705,1,1
u013,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1244.00,Network and Computer Systems Administrators,0.980256,0.002549,1,0.0,0.0,-1,0.527933,52.82,0.519668,0,2
u013,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1253.00,Software Quality Assurance Analysts and Testers,0.953441,0.0,0,0.0,0.0,-1,0.45346,40.0,0.497067,0,3
u013,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1242.00,Database Administrators,0.94981,0.0,0,0.0,0.0,-1,0.460339,40.0,0.496465,0,4
u013,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1243.00,Database Architects,0.945859,0.0,0,0.0,0.0,-1,0.45602,40.0,0.494039,0,5
u014,15-1212.00,Information Security Analysts,15-1242.00,Database Administrators,15-1211.00,Computer Systems Analysts,0.975395,0.000514,0,0.0,0.0,-1,0.557459,40.16,0.522418,0,1
u014,15-1212.00,Information Security Analysts,15-1242.00,Database Administrators,15-1244.00,Network and Computer Systems Administrators,0.965719,0.012007,2,0.0,0.0,-1,0.585392,67.84,0.519381,0,2
u014,15-1212.00,Information Security Analysts,15-1242.00,Database Administrators,15-1242.00,Database Administrators,0.956793,0.000597,0,0.0,0.0,-1,0.517798,40.19,0.508077,1,3
u014,15-1212.00,Information Security Analysts,15-1242.00,Database Administrators,15-1243.00,Database Architects,0.955923,0.001592,0,0.0,0.0,-1,0.513479,40.51,0.506789,0,4
u014,15-1212.00,Information Security Analysts,15-1242.00,Database Administrators,15-1253.00,Software Quality Assurance Analysts and Testers,0.949107,0.001106,0,0.0,0.0,-1,0.510919,40.35,0.50346,0,5
u015,15-1242.00,Database Administrators,15-2051.00,Data Scientists,15-2051.00,Data Scientists,0.945815,0.0,0,1.0,1.0,1,0.484159,40.0,0.648241,1,1
u015,15-1242.00,Database Administrators,15-2051.00,Data Scientists,15-1211.00,Computer Systems Analysts,0.984259,0.0,0,0.0,0.0,-1,0.539661,40.0,0.523866,0,2
u015,15-1242.00,Database Administrators,15-2051.00,Data Scientists,15-1244.00,Network and Computer Systems Administrators,0.97499,0.006675,2,0.0,0.0,-1,0.567594,66.14,0.522216,0,3
u015,15-1242.00,Database Administrators,15-2051.00,Data Scientists,15-1243.00,Database Architects,0.96264,0.0,0,0.0,0.0,-1,0.495681,40.0,0.50754,0,4
u015,15-1242.00,Database Administrators,15-2051.00,Data Scientists,15-1212.00,Information Security Analysts,0.964756,0.0,0,0.0,0.0,-1,0.482202,40.0,0.50647,0,5
u016,15-1243.00,Database Architects,15-1244.00,Network and Computer Systems Administrators,15-1211.00,Computer Systems Analysts,0.970728,0.001552,0,0.0,0.0,-1,0.54398,40.5,0.518037,0,1
u016,15-1243.00,Database Architects,15-1244.00,Network and Computer Systems Administrators,15-1244.00,Network and Computer Systems Administrators,0.96529,0.009542,0,0.0,0.0,-1,0.571913,43.05,0.517782,1,2
u016,15-1243.00,Database Architects,15-1244.00,Network and Computer Systems Administrators,15-1242.00,Database Administrators,0.960909,0.0,0,0.0,0.0,-1,0.504319,40.0,0.508057,0,3
u016,15-1243.00,Database Architects,15-1244.00,Network and Computer Systems Administrators,15-1254.00,Web Developers,0.960463,0.0,0,0.0,0.0,-1,0.488629,40.0,0.505503,0,4
u016,15-1243.00,Database Architects,15-1244.00,Network and Computer Systems Administrators,15-1255.00,Web and Digital Interface Designers,0.954323,0.0,0,0.0,0.0,-1,0.491159,40.0,0.503119,0,5
u017,15-1244.00,Network and Computer Systems Administrators,15-1212.00,Information Security Analysts,15-1212.00,Information Security Analysts,0.913779,0.0,0,1.0,1.0,1,0.414608,40.0,0.623392,1,1
u017,15-1244.00,Network and Computer Systems Administrators,15-1212.00,Information Security Analysts,15-1211.00,Computer Systems Analysts,0.958803,0.0,0,0.0,0.0,-1,0.472067,40.0,0.502271,0,2
u017,15-1244.00,Network and Computer Systems Administrators,15-1212.00,Information Security Analysts,15-1242.00,Database Administrators,0.915316,0.0,0,0.0,0.0,-1,0.432406,40.0,0.476753,0,3
u017,15-1244.00,Network and Computer Systems Administrators,15-1212.00,Information Security Analysts,15-1253.00,Software Quality Assurance Analysts and Testers,0.914103,0.0,0,0.0,0.0,-1,0.425527,40.0,0.475175,0,4
u017,15-1244.00,Network and Computer Systems Administrators,15-1212.00,Information Security Analysts,15-1254.00,Web Developers,0.913215,0.0,0,0.0,0.0,-1,0.416716,40.0,0.473454,0,5
u018,15-1251.00,Computer Programmers,15-1252.00,Software Developers,15-1252.00,Software Developers,0.860464,0.0,0,0.615385,0.615385,1,0.481869,40.0,0.551797,1,1
u018,15-1251.00,Computer Programmers,15-1252.00,Software Developers,15-1254.00,Web Developers,0.9641,0.0,0,0.25641,0.25641,1,0.500482,40.0,0.547379,0,2
u018,15-1251.00,Computer Programmers,15-1252.00,Software Developers,15-2051.00,Data Scientists,0.91204,0.0,0,0.0,0.341881,2,0.50033,40.0,0.53675,0,3
u018,15-1251.00,Computer Programmers,15-1252.00,Software Developers,15-1212.00,Information Security Analysts,0.930329,0.0,0,0.0,0.273504,2,0.498374,40.0,0.53443,0,4
u018,15-1251.00,Computer Programmers,15-1252.00,Software Developers,15-1211.00,Computer Systems Analysts,0.967642,0.001308,0,0.0,0.0,-1,0.555833,40.42,0.518487,0,5
u019,15-1252.00,Software Developers,15-1253.00,Software Quality Assurance Analysts and Testers,15-2051.00,Data Scientists,0.929518,0.0,0,0.555556,0.555556,1,0.518461,40.0,0.579386,0,1
u019,15-1252.00,Software Developers,15-1253.00,Software Quality Assurance Analysts and Testers,15-1212.00,Information Security Analysts,0.945764,0.000491,0,0.444444,0.444444,1,0.516505,40.16,0.569614,0,2
u019,15-1252.00,Software Developers,15-1253.00,Software Quality Assurance Analysts and Testers,15-1244.00,Network and Computer Systems Administrators,0.962769,0.01145,2,0.0,0.0,-1,0.601897,67.66,0.520668,0,3
u019,15-1252.00,Software Developers,15-1253.00,Software Quality Assurance Analysts and Testers,15-1211.00,Computer Systems Analysts,0.964297,0.004622,1,0.0,0.0,-1,0.573963,53.48,0.518873,0,4
u019,15-1252.00,Software Developers,15-1253.00,Software Quality Assurance Analysts and Testers,15-1243.00,Database Architects,0.94945,0.004443,0,0.0,0.0,-1,0.529983,41.42,0.505639,0,5
u020,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1252.00,Software Developers,0.865468,0.0,0,1.0,1.0,1,0.472576,40.0,0.610347,1,1
u020,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-2051.00,Data Scientists,0.90288,0.0,0,0.0,0.555556,2,0.491037,40.0,0.563285,0,2
u020,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1212.00,Information Security Analysts,0.932284,0.0,0,0.0,0.444444,2,0.489081,40.0,0.559556,0,3
u020,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1244.00,Network and Computer Systems Administrators,0.972892,0.002375,0,0.0,0.0,-1,0.574473,40.76,0.523379,0,4
u020,15-1253.00,Software Quality Assurance Analysts and Testers,15-1252.00,Software Developers,15-1211.00,Computer Systems Analysts,0.968682,0.0,0,0.0,0.0,-1,0.54654,40.0,0.517888,0,5
u021,15-1254.00,Web Developers,15-1252.00,Software Developers,15-1255.00,Web and Digital Interface Designers,0.936443,0.0,0,0.4,0.4,1,0.50253,40.0,0.556779,0,1
u021,15-1254.00,Web Developers,15-1252.00,Software Developers,15-1252.00,Software Developers,0.874327,0.0,0,0.6,0.6,1,0.481388,40.0,0.555655,1,2
u021,15-1254.00,Web Developers,15-1252.00,Software Developers,15-2051.00,Data Scientists,0.914492,0.0,0,0.0,0.333334,2,0.499848,40.0,0.536499,0,3
u021,15-1254.00,Web Developers,15-1252.00,Software Developers,15-1212.00,Information Security Analysts,0.93531,0.0,0,0.0,0.266666,2,0.497892,40.0,0.535573,0,4
u021,15-1254.00,Web Developers,15-1252.00,Software Developers,15-1244.00,Network and Computer Systems Administrators,0.970383,0.007031,1,0.0,0.0,-1,0.583284,54.25,0.522407,0,5
u022,15-1255.00,Web and Digital Interface Designers,15-2031.00,Operations Research Analysts,15-1211.00,Computer Systems Analysts,0.969101,0.003364,1,0.0,0.0,-1,0.552821,53.08,0.518178,0,1
u022,15-1255.00,Web and Digital Interface Designers,15-2031.00,Operations Research Analysts,15-1244.00,Network and Computer Systems Administrators,0.963127,0.01243,2,0.0,0.0,-1,0.580755,67.98,0.517413,0,2
u022,15-1255.00,Web and Digital Interface Designers,15-2031.00,Operations Research Analysts,15-1243.00,Database Architects,0.964857,0.0,0,0.0,0.0,-1,0.508841,40.0,0.510512,0,3
u022,15-1255.00,Web and Digital Interface Designers,15-2031.00,Operations Research Analysts,15-1242.00,Database Administrators,0.955939,0.0,0,0.0,0.0,-1,0.51316,40.0,0.507146,0,4
u022,15-1255.00,Web and Digital Interface Designers,15-2031.00,Operations Research Analysts,15-1254.00,Web Developers,0.960582,0.0,0,0.0,0.0,-1,0.49747,40.0,0.506883,0,5
u023,15-2031.00,Operations Research Analysts,15-2051.00,Data Scientists,15-2051.00,Data Scientists,0.94564,0.0,0,1.0,1.0,1,0.472968,40.0,0.646483,1,1
u023,15-2031.00,Operations Research Analysts,15-2051.00,Data Scientists,15-1211.00,Computer Systems Analysts,0.958117,0.004604,1,0.0,0.0,-1,0.52847,53.47,0.509272,0,2
u023,15-2031.00,Operations Research Analysts,15-2051.00,Data Scientists,15-1244.00,Network and Computer Systems Administrators,0.944933,0.018182,4,0.0,0.0,-1,0.556403,93.82,0.504135,0,3
u023,15-2031.00,Operations Research Analysts,15-2051.00,Data Scientists,15-1242.00,Database Administrators,0.95363,0.000725,0,0.0,0.0,-1,0.488809,40.23,0.502274,0,4
u023,15-2031.00,Operations Research Analysts,15-2051.00,Data Scientists,15-1243.00,Database Architects,0.955201,0.001872,0,0.0,0.0,-1,0.48449,40.6,0.502046,0,5
u024,15-2051.00,Data Scientists,15-1211.00,Computer Systems Analysts,15-1211.00,Computer Systems Analysts,0.975018,0.002447,1,0.0,0.0,-1,0.555503,52.78,0.521472,1,1
u024,15-2051.00,Data Scientists,15-1211.00,Computer Systems Analysts,15-1244.00,Network and Computer Systems Administrators,0.96822,0.011208,1,0.0,0.0,-1,0.583436,55.59,0.520412,0,2
u024,15-2051.00,Data Scientists,15-1211.00,Computer Systems Analysts,15-1242.00,Database Administrators,0.96649,0.0,0,0.0,0.0,-1,0.515841,40.0,0.512297,0,3
u024,15-2051.00,Data Scientists,15-1211.00,Computer Systems Analysts,15-1243.00,Database Architects,0.965997,0.0,0,0.0,0.0,-1,0.511523,40.0,0.511427,0,4
u024,15-2051.00,Data Scientists,15-1211.00,Computer Systems Analysts,15-1212.00,Information Security Analysts,0.961314,0.0,0,0.0,0.0,-1,0.498044,40.0,0.507298,0,5
u025,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-2051.00,Data Scientists,0.904568,0.0,0,1.0,1.0,1,0.444497,40.0,0.62373,1,1
u025,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1244.00,Network and Computer Systems Administrators,0.984548,0.000998,1,0.0,0.0,-1,0.527933,52.32,0.521987,0,2
u025,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1242.00,Database Administrators,0.949884,0.0,0,0.0,0.0,-1,0.460339,40.0,0.496499,0,3
u025,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1253.00,Software Quality Assurance Analysts and Testers,0.94696,0.0,0,0.0,0.0,-1,0.45346,40.0,0.494151,0,4
u025,15-1211.00,Computer Systems Analysts,15-2051.00,Data Scientists,15-1243.00,Database Architects,0.945194,0.0,0,0.0,0.0,-1,0.45602,40.0,0.49374,0,5
u026,15-1212.00,Information Security Analysts,15-1242.00,Database Administrators,15-1211.00,Computer Systems Analysts,0.979947,0.001608,0,0.0,0.0,-1,0.557459,40.51,0.524193,0,1
u026,15-1212.00,Information Security Analysts,15-1242.00,Database Administrators,15-1244.00,Network and Computer Systems Administrators,0.973142,0.007996,2,0.0,0.0,-1,0.585392,66.56,0.523723,0,2
u026,15-1212.00,Information Security Analysts,15-1242.00,Database Administrators,15-1242.00,Database Administrators,0.96159,0.002025,0,0.0,0.0,-1,0.517798,40.65,0.509879,1,3
u026,15-1212.00,Information Security Analysts,15-1242.00,Database Administrators,15-1253.00,Software Quality Assurance Analysts and Testers,0.955817,0.002765,0,0.0,0.0,-1,0.510919,40.88,0.506064,0,4
u026,15-1212.00,Information Security Analysts,15-1242.00,Database Administrators,15-1243.00,Database Architects,0.951009,0.003277,0,0.0,0.0,-1,0.513479,41.05,0.504156,0,5
u027,15-1242.00,Database Administrators,15-2051.00,Data Scientists,15-2051.00,Data Scientists,0.935985,0.0,0,1.0,1.0,1,0.484159,40.0,0.643817,1,1
u027,15-1242.00,Database Administrators,15-2051.00,Data Scientists,15-1244.00,Network and Computer Systems Administrators,0.972226,0.007992,2,0.0,0.0,-1,0.567594,66.56,0.520643,0,2
u027,15-1242.00,Database Administrators,15-2051.00,Data Scientists,15-1211.00,Computer Systems Analysts,0.9774,0.00103,0,0.0,0.0,-1,0.539661,40.33,0.520522,0,3
u027,15-1242.00,Database Administrators,15-2051.00,Data Scientists,15-1243.00,Database Architects,0.960045,0.0,0,0.0,0.0,-1,0.495681,40.0,0.506373,0,4
u027,15-1242.00,Database Administrators,15-2051.00,Data Scientists,15-1254.00,Web Developers,0.962141,0.0,0,0.0,0.0,-1,0.48431,40.0,0.50561,0,5
u028,15-1243.00,Database Architects,15-1244.00,Network and Computer Systems Administrators,15-1244.00,Network and Computer Systems Administrators,0.968946,0.010157,3,0.0,0.0,-1,0.571913,79.25,0.519274,1,1
u028,15-1243.00,Database Architects,15-1244.00,Network and Computer Systems Administrators,15-1211.00,Computer Systems Analysts,0.974569,0.003738,1,0.0,0.0,-1,0.54398,53.2,0.519218,0,2
u028,15-1243.00,Database Architects,15-1244.00,Network and Computer Systems Administrators,15-1242.00,Database Administrators,0.962622,0.0,0,0.0,0.0,-1,0.504319,40.0,0.508828,0,3
u028,15-1243.00,Database Architects,15-1244.00,Network and Computer Systems Administrators,15-1254.00,Web Developers,0.96004,0.0,0,0.0,0.0,-1,0.488629,40.0,0.505312,0,4
u028,15-1243.00,Database Architects,15-1244.00,Network and Computer Systems Administrators,15-1255.00,Web and Digital Interface Designers,0.952249,0.0,0,0.0,0.0,-1,0.491159,40.0,0.502186,0,5
u029,15-1244.00,Network and Computer Systems Administrators,15-1212.00,Information Security Analysts,15-1212.00,Information Security Analysts,0.918315,0.0,0,1.0,1.0,1,0.414608,40.0,0.625433,1,1
u029,15-1244.00,Network and Computer Systems Administrators,15-1212.00,Information Security Analysts,15-1211.00,Computer Systems Analysts,0.960792,0.0,0,0.0,0.0,-1,0.472067,40.0,0.503167,0,2
u029,15-1244.00,Network and Computer Systems Administrators,15-1212.00,Information Security Analysts,15-1242.00,Database Administrators,0.923475,0.0,0,0.0,0.0,-1,0.432406,40.0,0.480424,0,3
u029,15-1244.00,Network and Computer Systems Administrators,15-1212.00,Information Security Analysts,15-1253.00,Software Quality Assurance Analysts and Testers,0.924487,0.0,0,0.0,0.0,-1,0.425527,40.0,0.479848,0,4
u029,15-1244.00,Network and Computer Systems Administrators,15-1212.00,Information Security Analysts,15-1243.00,Database Architects,0.917555,0.0,0,0.0,0.0,-1,0.428087,40.0,0.477113,0,5
u030,15-1251.00,Computer Programmers,15-1252.00,Software Developers,15-1254.00,Web Developers,0.958951,0.0,0,0.25641,0.25641,1,0.500482,40.0,0.545062,0,1
u030,15-1251.00,Computer Programmers,15-1252.00,Software Developers,15-1252.00,Software Developers,0.842268,0.0,0,0.615385,0.615385,1,0.481869,40.0,0.543609,1,2
u030,15-1251.00,Computer Programmers,15-1252.00,Software Developers,15-2051.00,Data Scientists,0.905421,0.0,0,0.0,0.341881,2,0.50033,40.0,0.533771,0,3
u030,15-1251.00,Computer Programmers,15-1252.00,Software Developers,15-1212.00,Information Security Analysts,0.911757,0.0,0,0.0,0.273504,2,0.498374,40.0,0.526072,0,4
