user_id,skill_id,last_level,monthly_slope,forecast_6m
u005,2.B.1.a,0.527634,0.007185,0.570747
u005,2.B.1.b,0.503808,0.019374,0.620053
u005,2.B.1.c,0.473781,0.00818,0.522864
u005,2.B.1.d,0.399542,0.008861,0.452711
u005,2.B.1.e,0.474122,0.010204,0.535345
u005,2.B.1.f,0.34162,0.00942,0.398141
u005,2.B.2.i,0.508332,0.016586,0.607849
u005,2.B.3.a,0.551561,0.022523,0.686698
u005,2.B.3.b,0.387309,0.002465,0.402101
u005,2.B.3.c,0.347899,0.01109,0.414437
u005,2.B.3.d,0.371823,0.007258,0.415371
u005,2.B.3.e,0.591424,0.021263,0.719
u005,2.B.3.g,0.460362,0.002837,0.477384
u005,2.B.3.h,0.306923,0.009223,0.362258
u005,2.B.3.j,0.290655,0.009696,0.348831
u005,2.B.3.k,0.460718,0.010467,0.523523
u005,2.B.3.l,0.25703,0.002422,0.271563
u005,2.B.3.m,0.562255,0.020742,0.686704
u005,2.B.4.e,0.674618,0.017153,0.777538
u005,2.B.4.g,0.426752,0.013503,0.507767
u005,2.B.4.h,0.502704,0.017295,0.606476
u005,2.B.5.a,0.50716,0.014108,0.591807
u005,2.B.5.b,0.274732,0.002752,0.291243
u005,2.B.5.c,0.18624,0.006541,0.225488
u005,2.B.5.d,0.375068,0.013058,0.453416
u006,2.A.1.a,0.757793,0.017129,0.860566
u006,2.A.1.b,0.672977,0.023015,0.811066
u006,2.A.1.c,0.606339,0.019085,0.720848
u006,2.A.1.d,0.624856,0.016169,0.721868
u006,2.A.1.e,0.485416,0.0166,0.585015
u006,2.A.1.f,0.359889,0.007836,0.406904
u006,2.A.2.a,0.621839,0.019189,0.736971
u006,2.A.2.b,0.690012,0.020466,0.812808
u006,2.A.2.c,0.493757,0.022073,0.626198
u006,2.A.2.d,0.582007,0.01428,0.667686
u006,2.B.1.a,0.48153,0.016545,0.580803
u006,2.B.1.b,0.569267,0.018392,0.67962
u006,2.B.1.c,0.475684,0.004839,0.50472
u006,2.B.1.d,0.374285,0.007203,0.4175
u006,2.B.1.e,0.514382,0.012671,0.590406
u006,2.B.1.f,0.437026,0.018345,0.547098
u006,2.B.2.i,0.504988,0.018542,0.616238
u006,2.B.3.a,0.543221,0.017107,0.645861
u006,2.B.3.b,0.464708,0.017601,0.570314
u006,2.B.3.c,0.426538,0.009498,0.483528
u006,2.B.3.d,0.277538,0.008207,0.32678
u006,2.B.3.e,0.596502,0.018046,0.704776
u006,2.B.3.g,0.590564,0.020703,0.714782
u006,2.B.3.h,0.387602,0.006001,0.423609
u006,2.B.3.j,0.371451,0.009388,0.427778
u006,2.B.3.k,0.55581,0.016972,0.657639
u006,2.B.3.l,0.369186,0.007016,0.411285
u006,2.B.3.m,0.536271,0.019031,0.650454
u006,2.B.4.e,0.635852,0.018267,0.745454
u006,2.B.4.g,0.714422,0.019031,0.828606
u006,2.B.4.h,0.698465,0.023713,0.840742
u006,2.B.5.a,0.542309,0.019737,0.660732
u006,2.B.5.b,0.256416,0.009572,0.313846
u006,2.B.5.c,0.239932,0.007057,0.282276
u006,2.B.5.d,0.493902,0.006753,0.534418
u007,2.A.1.a,0.67362,0.019011,0.787686
u007,2.A.1.b,0.638329,0.021051,0.764638
u007,2.A.1.c,0.610307,0.017137,0.713132
u007,2.A.1.d,0.543475,0.014712,0.631748
u007,2.A.1.e,0.499837,0.015021,0.589961
u007,2.A.1.f,0.250976,0.013226,0.330335
u007,2.A.2.a,0.68891,0.018246,0.798384
u007,2.A.2.b,0.55412,0.017682,0.660215
u007,2.A.2.c,0.533607,0.004766,0.562205
u007,2.A.2.d,0.598568,0.01992,0.718086
u007,2.B.1.a,0.437662,0.017563,0.543037
u007,2.B.1.b,0.504683,0.021687,0.634806
u007,2.B.1.c,0.369808,0.011013,0.435883
u007,2.B.1.d,0.448074,0.013175,0.527127
u007,2.B.1.e,0.528237,0.015685,0.622345
u007,2.B.1.f,0.436655,0.009133,0.491456
u007,2.B.2.i,0.545508,0.013799,0.628304
u007,2.B.3.a,0.309263,0.010891,0.374611
u007,2.B.3.b,0.60224,0.019862,0.721414
u007,2.B.3.c,0.237042,0.006391,0.275389
u007,2.B.3.d,0.260457,0.008926,0.314011
u007,2.B.3.e,0.2611,0.007364,0.305286
u007,2.B.3.g,0.413792,0.012675,0.48984
u007,2.B.3.h,0.203433,0.007142,0.246287
u007,2.B.3.j,0.24683,0.008881,0.300117
u007,2.B.3.k,0.374806,0.007568,0.420213
u007,2.B.3.l,0.249446,0.01278,0.326126
u007,2.B.3.m,0.222448,0.005024,0.252591
u007,2.B.4.e,0.629662,0.019558,0.747009
u007,2.B.4.g,0.645986,0.009293,0.701743
u007,2.B.4.h,0.672272,0.012808,0.749121
u007,2.B.5.a,0.50782,0.019398,0.624205
u007,2.B.5.b,0.324209,0.006839,0.365241
u007,2.B.5.c,0.304118,0.009436,0.360735
u007,2.B.5.d,0.452196,0.011547,0.52148
u008,2.A.1.a,0.649883,0.02163,0.779662
u008,2.A.1.b,0.7259,0.017765,0.832489
u008,2.A.1.c,0.633347,0.018128,0.742112
u008,2.A.1.d,0.733019,0.017772,0.83965
u008,2.A.1.e,0.475838,0.010529,0.539013
u008,2.A.1.f,0.371503,0.008061,0.419869
u008,2.A.2.a,0.582592,0.017776,0.68925
u008,2.A.2.b,0.570769,0.02044,0.693411
u008,2.A.2.c,0.540356,0.010476,0.603211
u008,2.A.2.d,0.53924,0.020105,0.659869
u008,2.B.1.a,0.39222,0.005434,0.424826
u008,2.B.1.b,0.549685,0.012452,0.624396
u008,2.B.1.c,0.424798,0.010682,0.488888
u008,2.B.1.d,0.313462,0.007669,0.359478
u008,2.B.1.e,0.425167,0.00613,0.461946
u008,2.B.1.f,0.414829,0.007823,0.461765
u008,2.B.2.i,0.525472,0.017618,0.631181
u008,2.B.3.a,0.622611,0.019688,0.740737
u008,2.B.3.b,0.428341,0.010335,0.490354
u008,2.B.3.c,0.24771,0.007863,0.294887
u008,2.B.3.d,0.328017,0.006989,0.369952
u008,2.B.3.e,0.609027,0.015173,0.700064
u008,2.B.3.g,0.444647,0.00421,0.469907
u008,2.B.3.h,0.34858,0.007548,0.39387
u008,2.B.3.j,0.272877,0.014188,0.358004
u008,2.B.3.k,0.421538,0.004765,0.450131
u008,2.B.3.l,0.292571,0.008369,0.342786
u008,2.B.3.m,0.676177,0.02074,0.800619
u008,2.B.4.e,0.597484,0.01793,0.705066
u008,2.B.4.g,0.515175,0.018104,0.623801
u008,2.B.4.h,0.573165,0.017855,0.680292
u008,2.B.5.a,0.506756,0.016666,0.606754
u008,2.B.5.b,0.300628,0.009219,0.355941
u008,2.B.5.c,0.235849,0.01039,0.298191
u008,2.B.5.d,0.28126,0.008676,0.333315
u009,2.A.1.a,0.731406,0.019348,0.847496
u009,2.A.1.b,0.614714,0.018107,0.723356
u009,2.A.1.c,0.585577,0.021393,0.713935
u009,2.A.1.d,0.460943,0.013935,0.544554
u009,2.A.1.e,0.31972,0.004782,0.348415
u009,2.A.1.f,0.295079,0.008384,0.345382
u009,2.A.2.a,0.631112,0.022312,0.764986
u009,2.A.2.b,0.582124,0.021459,0.710877
u009,2.A.2.c,0.450308,0.017445,0.554978
u009,2.A.2.d,0.598361,0.019701,0.716565
u009,2.B.1.a,0.428885,0.008075,0.477332
u009,2.B.1.b,0.476602,0.018433,0.587199
u009,2.B.1.c,0.564146,0.020264,0.685727
u009,2.B.1.d,0.482872,0.012152,0.555784
u009,2.B.1.e,0.576891,0.019002,0.690903
u009,2.B.1.f,0.477486,0.006653,0.517403
u009,2.B.2.i,0.617372,0.018532,0.728566
u009,2.B.3.a,0.602692,0.017626,0.708451
u009,2.B.3.b,0.279818,0.00922,0.33514
u009,2.B.3.c,0.327725,0.009191,0.382873
u009,2.B.3.d,0.222366,0.003633,0.244165
u009,2.B.3.e,0.711589,0.015626,0.805346
u009,2.B.3.g,0.382178,0.008634,0.433982
u009,2.B.3.h,0.19707,0.008095,0.245639
u009,2.B.3.j,0.236017,0.008226,0.285372
u009,2.B.3.k,0.4126,0.010008,0.472647
u009,2.B.3.l,0.201585,0.010041,0.261832
u009,2.B.3.m,0.461169,0.00976,0.519729
u009,2.B.4.e,0.520396,0.020182,0.64149
u009,2.B.4.g,0.644156,0.016461,0.742923
u009,2.B.4.h,0.510737,0.014182,0.595832
u009,2.B.5.a,0.403833,0.008823,0.456771
u009,2.B.5.b,0.333761,0.009869,0.392972
u009,2.B.5.c,0.30485,0.005151,0.335755
u009,2.B.5.d,0.326337,0.008656,0.378273
u010,2.A.1.a,0.600482,0.013319,0.680396
u010,2.A.1.b,0.703664,0.02008,0.824145
u010,2.A.1.c,0.530567,0.016683,0.630662
u010,2.A.1.d,0.620291,0.016805,0.721124
u010,2.A.1.e,0.577938,0.016268,0.675547
u010,2.A.1.f,0.232229,0.005021,0.262356
u010,2.A.2.a,0.677453,0.019095,0.792021
u010,2.A.2.b,0.651143,0.021314,0.779027
u010,2.A.2.c,0.446294,0.001182,0.453383
u010,2.A.2.d,0.621751,0.017781,0.728438
u010,2.B.1.a,0.474211,0.015577,0.567675
u010,2.B.1.b,0.528469,0.021571,0.657895
u010,2.B.1.c,0.524478,0.018268,0.634089
u010,2.B.1.d,0.58332,0.018123,0.692055
u010,2.B.1.e,0.54771,0.016225,0.645061
u010,2.B.1.f,0.420081,0.008267,0.469685
u010,2.B.2.i,0.68152,0.021959,0.813276
u010,2.B.3.a,0.570523,0.01242,0.645042
u010,2.B.3.b,0.505138,0.018205,0.614369
u010,2.B.3.c,0.285967,0.005426,0.318526
u010,2.B.3.d,0.253768,0.009135,0.30858
u010,2.B.3.e,0.693495,0.021121,0.820219
u010,2.B.3.g,0.346667,0.003352,0.366782
u010,2.B.3.h,0.301819,0.013336,0.381833
u010,2.B.3.j,0.193061,0.005441,0.225709
u010,2.B.3.k,0.250187,0.005993,0.286143
u010,2.B.3.l,0.26334,0.00531,0.295197
u010,2.B.3.m,0.270588,0.007136,0.313406
u010,2.B.4.e,0.578874,0.017343,0.682931
u010,2.B.4.g,0.550277,0.015874,0.645522
u010,2.B.4.h,0.575544,0.016784,0.676245
u010,2.B.5.a,0.488951,0.017647,0.594831
u010,2.B.5.b,0.338356,0.007402,0.382769
u010,2.B.5.c,0.306311,0.009207,0.361555
u010,2.B.5.d,0.360053,0.010324,0.422
u011,2.A.1.a,0.698609,0.017472,0.803443
u011,2.A.1.b,0.638653,0.020941,0.764296
u011,2.A.1.c,0.705914,0.019623,0.823652
u011,2.A.1.d,0.536838,0.014695,0.62501
u011,2.A.1.e,0.908369,0.016995,1.0
u011,2.A.1.f,0.483122,0.019231,0.598505
u011,2.A.2.a,0.653139,0.018606,0.764776
u011,2.A.2.b,0.63711,0.019629,0.754881
u011,2.A.2.c,0.551556,0.021128,0.678321
u011,2.A.2.d,0.414978,0.02474,0.563419
u011,2.B.1.a,0.511251,0.01105,0.577554
u011,2.B.1.b,0.673793,0.021217,0.801096
u011,2.B.1.c,0.474405,0.014515,0.561493
u011,2.B.1.d,0.36728,0.006959,0.409033
u011,2.B.1.e,0.560321,0.021736,0.690735
u011,2.B.1.f,0.479296,0.012632,0.555089
u011,2.B.2.i,0.745104,0.01506,0.835462
u011,2.B.3.a,0.692443,0.018039,0.800677
u011,2.B.3.b,0.281023,0.006696,0.321201
u011,2.B.3.c,0.291993,0.012672,0.368027
u011,2.B.3.d,0.241934,0.010854,0.307055
u011,2.B.3.e,0.438957,0.006147,0.475838
u011,2.B.3.g,0.229865,0.0101,0.290467
u011,2.B.3.h,0.205161,0.006416,0.243658
u011,2.B.3.j,0.288888,0.00853,0.340065
u011,2.B.3.k,0.210686,0.006683,0.250781
u011,2.B.3.l,0.198615,0.008966,0.252413
u011,2.B.3.m,0.267937,0.010247,0.329419
u011,2.B.4.e,0.584466,0.016884,0.685769
u011,2.B.4.g,0.611566,0.018508,0.722614
u011,2.B.4.h,0.729645,0.020849,0.854737
u011,2.B.5.a,0.56487,0.019133,0.679666
u011,2.B.5.b,0.33044,0.005518,0.36355
u011,2.B.5.c,0.320867,0.00606,0.357226
u011,2.B.5.d,0.306329,0.007809,0.353183
u012,2.A.1.a,0.787791,0.016502,0.886802
u012,2.A.1.b,0.658309,0.022378,0.792576
u012,2.A.1.c,0.621009,0.022005,0.75304
u012,2.A.1.d,0.607384,0.018864,0.720566
u012,2.A.1.e,0.620662,0.016358,0.718808
u012,2.A.1.f,0.256499,0.010633,0.320298
u012,2.A.2.a,0.605151,0.014159,0.690103
u012,2.A.2.b,0.543341,0.014391,0.629684
u012,2.A.2.c,0.462577,0.017151,0.565484
u012,2.A.2.d,0.603128,0.021213,0.730403
u012,2.B.1.a,0.521852,0.017015,0.623945
u012,2.B.1.b,0.600759,0.018041,0.709005
u012,2.B.1.c,0.51136,0.011085,0.577872
u012,2.B.1.d,0.395078,0.009287,0.450802
u012,2.B.1.e,0.542788,0.02074,0.667225
u012,2.B.1.f,0.453613,0.008338,0.50364
u012,2.B.2.i,0.609028,0.017824,0.715974
u012,2.B.3.a,0.454167,0.003734,0.476568
u012,2.B.3.b,0.280983,0.006272,0.318616
u012,2.B.3.c,0.284788,0.011819,0.355703
u012,2.B.3.d,0.208475,0.005629,0.242246
u012,2.B.3.e,0.432994,0.017491,0.537943
u012,2.B.3.g,0.385911,0.003591,0.407459
u012,2.B.3.h,0.363148,0.009761,0.421712
u012,2.B.3.j,0.309084,0.012386,0.383402
u012,2.B.3.k,0.30021,0.012634,0.376013
u012,2.B.3.l,0.303317,0.009409,0.359772
u012,2.B.3.m,0.291927,0.008442,0.342579
u012,2.B.4.e,0.6523,0.011053,0.718619
u012,2.B.4.g,0.540474,0.021691,0.670619
u012,2.B.4.h,0.63964,0.018272,0.749274
u012,2.B.5.a,0.538478,0.019443,0.655135
u012,2.B.5.b,0.25544,0.010001,0.315444
u012,2.B.5.c,0.305538,0.00506,0.335899
u012,2.B.5.d,0.456383,0.004516,0.483482
u013,2.A.1.a,0.704067,0.024838,0.853093
u013,2.A.1.b,0.631524,0.017939,0.739159
u013,2.A.1.c,0.635926,0.022088,0.768454
u013,2.A.1.d,0.736673,0.017776,0.843329
u013,2.A.1.e,0.539,0.022105,0.671633
u013,2.A.1.f,0.429063,0.007144,0.471925
u013,2.A.2.a,0.630614,0.019163,0.745591
u013,2.A.2.b,0.593753,0.01834,0.703795
u013,2.A.2.c,0.524776,0.018074,0.633221
u013,2.A.2.d,0.65472,0.020338,0.776745
u013,2.B.1.a,0.497797,0.013739,0.580231
u013,2.B.1.b,0.655954,0.017837,0.762979
u013,2.B.1.c,0.451301,0.006135,0.488109
u013,2.B.1.d,0.361625,0.012238,0.435054
u013,2.B.1.e,0.546451,0.020581,0.669939
u013,2.B.1.f,0.557718,0.018502,0.668727
u013,2.B.2.i,0.559448,0.021486,0.688366
u013,2.B.3.a,0.630551,0.016808,0.7314
u013,2.B.3.b,0.467258,0.013994,0.551222
u013,2.B.3.c,0.45284,0.009121,0.507565
u013,2.B.3.d,0.265505,0.006658,0.305454
u013,2.B.3.e,0.575724,0.012853,0.652845
u013,2.B.3.g,0.535137,0.015422,0.627672
u013,2.B.3.h,0.41104,0.007277,0.454701
u013,2.B.3.j,0.206598,0.011099,0.273192
u013,2.B.3.k,0.557759,0.018117,0.666462
u013,2.B.3.l,0.324715,0.008169,0.373729
u013,2.B.3.m,0.506333,0.016764,0.606916
u013,2.B.4.e,0.685996,0.013566,0.767393
u013,2.B.4.g,0.675681,0.020812,0.800555
u013,2.B.4.h,0.620755,0.023045,0.759024
u013,2.B.5.a,0.468454,0.013685,0.550564
u013,2.B.5.b,0.326583,0.004589,0.354116
u013,2.B.5.c,0.270714,0.005808,0.305559
u013,2.B.5.d,0.430479,0.002908,0.447929
u014,2.A.1.a,0.679492,0.020429,0.802069
u014,2.A.1.b,0.619542,0.017696,0.725718
u014,2.A.1.c,0.49864,0.015966,0.594437
u014,2.A.1.d,0.640122,0.024742,0.788572
u014,2.A.1.e,0.296264,0.006484,0.335165
u014,2.A.1.f,0.297728,0.002036,0.309945
u014,2.A.2.a,0.647963,0.01156,0.717322
u014,2.A.2.b,0.615252,0.02335,0.75535
u014,2.A.2.c,0.462354,0.016482,0.561244
u014,2.A.2.d,0.614436,0.019007,0.728479
u014,2.B.1.a,0.442276,0.009444,0.498942
u014,2.B.1.b,0.61037,0.023035,0.74858
u014,2.B.1.c,0.478,0.008069,0.526417
u014,2.B.1.d,0.507318,0.010933,0.572914
u014,2.B.1.e,0.453604,0.016846,0.554677
u014,2.B.1.f,0.37609,0.010604,0.439712
u014,2.B.2.i,0.620102,0.018759,0.732658
u014,2.B.3.a,0.404596,0.008526,0.455753
u014,2.B.3.b,0.34039,0.00941,0.396848
u014,2.B.3.c,0.198541,0.003066,0.216938
u014,2.B.3.d,0.231531,0.010117,0.292235
u014,2.B.3.e,0.363949,0.00892,0.417467
u014,2.B.3.g,0.45219,0.017136,0.555006
u014,2.B.3.h,0.237275,0.009487,0.294195
u014,2.B.3.j,0.206505,0.007274,0.250148
u014,2.B.3.k,0.339035,0.011856,0.410173
u014,2.B.3.l,0.231858,0.008709,0.284109
u014,2.B.3.m,0.441513,0.017632,0.547304
u014,2.B.4.e,0.574153,0.018142,0.683003
u014,2.B.4.g,0.61957,0.017564,0.724952
u014,2.B.4.h,0.518782,0.019274,0.634426
u014,2.B.5.a,0.557127,0.017672,0.663161
u014,2.B.5.b,0.329646,0.007757,0.376187
u014,2.B.5.c,0.23902,0.009101,0.293626
u014,2.B.5.d,0.450089,0.009032,0.504282
u015,2.A.1.a,0.723827,0.016073,0.820267
u015,2.A.1.b,0.655304,0.021872,0.786535
u015,2.A.1.c,0.65287,0.019369,0.769085
u015,2.A.1.d,0.587691,0.015216,0.678984
u015,2.A.1.e,0.548217,0.020832,0.67321
u015,2.A.1.f,0.346753,0.005923,0.382289
u015,2.A.2.a,0.702563,0.017123,0.805299
u015,2.A.2.b,0.718951,0.022554,0.854272
u015,2.A.2.c,0.538747,0.019409,0.655202
u015,2.A.2.d,0.614694,0.023456,0.755428
u015,2.B.1.a,0.455256,0.010411,0.51772
u015,2.B.1.b,0.465245,0.015289,0.556976
u015,2.B.1.c,0.424481,0.006801,0.465287
u015,2.B.1.d,0.32893,0.003639,0.350763
u015,2.B.1.e,0.521015,0.019189,0.636152
u015,2.B.1.f,0.425328,0.003617,0.44703
u015,2.B.2.i,0.619977,0.016644,0.719841
u015,2.B.3.a,0.482188,0.023729,0.624562
u015,2.B.3.b,0.35053,0.010309,0.412381
u015,2.B.3.c,0.208445,0.002359,0.222602
u015,2.B.3.d,0.253294,0.009584,0.310797
u015,2.B.3.e,0.470277,0.014913,0.559756
u015,2.B.3.g,0.462398,0.005716,0.496692
u015,2.B.3.h,0.209424,0.006496,0.248402
u015,2.B.3.j,0.21229,0.010228,0.273661
u015,2.B.3.k,0.458604,0.012054,0.530929
u015,2.B.3.l,0.29808,0.011055,0.364409
u015,2.B.3.m,0.389444,0.005912,0.424915
u015,2.B.4.e,0.71166,0.02207,0.844082
u015,2.B.4.g,0.656778,0.020062,0.77715
u015,2.B.4.h,0.659174,0.019153,0.774092
u015,2.B.5.a,0.504635,0.008893,0.557995
u015,2.B.5.b,0.324296,0.008726,0.376651
u015,2.B.5.c,0.305203,0.011394,0.373565
u015,2.B.5.d,0.528715,0.009554,0.586037
u016,2.A.1.a,0.603635,0.023063,0.742012
u016,2.A.1.b,0.640255,0.021067,0.766655
u016,2.A.1.c,0.517806,0.018497,0.628788
u016,2.A.1.d,0.5365,0.019059,0.650856
u016,2.A.1.e,0.575345,0.016195,0.672514
u016,2.A.1.f,0.316239,0.011419,0.384755
u016,2.A.2.a,0.650264,0.020162,0.771237
u016,2.A.2.b,0.551134,0.012653,0.62705
u016,2.A.2.c,0.504454,0.007022,0.546585
u016,2.A.2.d,0.545356,0.019546,0.662632
u016,2.B.1.a,0.487239,0.015118,0.577948
